index,text,class
1165,"The interface is user-friendly, but I experienced a few crashes.",truthful
1166,Now when I get a reminder it wakes up the screen to display the notification. There's no way to change this. Edit: reminder pop-ups is already switch OFF.,truthful
1167,"The app’s navigation system works well, but it doesn’t provide alternate routes to avoid heavy traffic.",truthful
1169,"The app’s navigation system is good, but it doesn’t offer street-level view for more detailed guidance.",truthful
1170,"I really liked this app until they started forcing me to upgrade to premium. It asked me to update and I did, turned out it was rhe worst decision I've made. I saw the responses to other ratings like this and I understand why it was done but couldn't you keep SOME nice looking trees?! I really hope you consider this over and make some nice looking trees for the free-version users. I won't delete this app yet but if this doesn't improve it is almost guaranteed that I will delete this.",truthful
1172,"good. i hope it has fiture for auto daily task, and there is report so in end of the week we can see the progress",truthful
1173,"The calendar sync works, but it doesn’t update in real time.",truthful
1174,"Calendar works fine, but the adds that can't be skipped are making me furious.",truthful
1177,"The app’s fitness tracker is accurate, but it doesn’t support tracking for strength training.",truthful
1178,"I've been using this happily for years, but I have realised that it desperately needs iCal feeds functionality to make it perfect. I need to see personal and work calendars, and an university provided ical feed all in the same place. Update: A year on from my last comment and a university year and this still doesn't seem to support live iCal feeds from a url. One-off iCal import has always been there, but this will leave me with a potentially out of date snapshot of my timetable rather than the latest version.",truthful
1179,"It’s good for basic use, but advanced users may find it lacking.",truthful
1180,Many problems with this app..,truthful
1181,Very good,truthful
1182,"The app’s weather tracker is good, but it doesn’t provide pollen forecasts for allergy sufferers.",truthful
1183,"The app’s voice memo feature records well, but it doesn’t provide transcription for spoken notes.",truthful
1185,Good tool to track improvements,truthful
1187,I love the unique idea. I've used this for my past two phones.,truthful
1188,"Just starting and learning how to use. Unable to set correct due date on tasks. When I select that task has a due date, todays date appears. When I click that date the calendar displays. Allgood so far. But when I select a date on the calendar and close it, the due date is still today.",truthful
1190,"The app’s fitness tracker works well for basic exercises, but it doesn’t offer a leaderboard for challenges.",truthful
1194,"The app’s push notifications are consistent, but there’s no option to snooze them.",truthful
1196,"The user experience is decent, but the ads are intrusive.",truthful
1198,"I like the idea, but it's not working with Outlook calendar properly. This a big drawback for me.",truthful
1203,"This seems like a great app, but if you fall off the wagon or take a long vacation, with dozens of daily tasks, then there's no realistic way to recover, because you have to dismiss potentially thousands of pass/fails until you can get a list of just current and relevant tasks remaining for today. Multi-select helps, but still no good after a summer break, or older user with a 12 tasks triggering daily for a year = 4380 to dismiss by tapping each one. Could solve with a ""Select All"" feature.",truthful
1204,ای لاو ایت,truthful
1208,"The app’s video player is good, but it doesn’t support HD streaming on all devices.",truthful
1209,"The app’s budget tracker is helpful, but it doesn’t offer automatic savings goals based on income.",truthful
1211,"Really great app, but it sucks that you have to get premium to get the most basic feature: notifications for a timed reminder.",truthful
1213,It is great app to plan your day. It is easy to use and fast.,truthful
1214,"The app’s budget planner is helpful, but it doesn’t provide expense projections.",truthful
1215,Used this app for years but the recent addition of full screen ads is too annoying. Small banner ads or something similar would be much more appropriate for a calendar app. Why would I want to look at an ad for half a minute when it should only take 5 seconds to add an appointment?,truthful
1217,"The app’s reminders are helpful, but they don’t provide customizable alert tones.",truthful
1218,good app...but they could add something like notification bar tab or floating widget or something so as to remind us constantly to keep us in check in order to develop out habits,truthful
1219,"Was great at first, but a new bug makes it so that every time I unlock my phone i have to press the “home” button twice to be able to use my phone at all. I know that it is this app causing the problem as when I click on the recently used apps tab after the bug occurs, this app is always the only one shown. I will have to uninstall now because of this.",truthful
1220,"The app’s multi-language support is good, but it doesn’t translate in real-time.",truthful
1221,Best App. pls allow to add upto 10 Habits in free version 😅,truthful
1222,"The app crashes when there are less than 2 characteristics of the Hero. I like customizing, so at first I deleted all presets to replace them with my own, but if I delete all characteristics and then try to add 1 new characteristic the app crashes and the only way to get it to work again is to clear all the data and start the app from scratch.",truthful
1224,"The app offers parental controls, but the settings are difficult to navigate.",truthful
1225,"The app works, but it’s not as user-friendly as I hoped.",truthful
1228,Recurring tasks are behind a pay wall. Ridiculous to have to pay a monthly subscription for such a simple feature App is a little ugly and not customisable.,truthful
1229,Useful. Only thing is need to put too many titles! 😁,truthful
1230,"The time zone converter is helpful, but it doesn’t support daylight saving changes.",truthful
1231,Great app for managing your activities. Been using this for 3 years and it still meets my requirement in managing my to-do's,truthful
1235,"This app was AMAZING when I first started using it. Now it duplicates tasks 
too much. I have about 20 of the same task for each day and it takes 
forever for me to delete the extra tasks.",truthful
1236,"The app’s voice memo feature is clear, but it doesn’t allow for splitting recordings into sections.",truthful
1237,"The app’s navigation system is accurate, but it doesn’t offer traffic condition updates.",truthful
1240,"Its really good, got no complains really but the interface could possibly look a little cleaner/better/more minimal but its still clean fr fr",truthful
1241,"Seems like a good idea, but doesn't actually do anything but waste more time. Completely useless. Can't find calendar events. Each event has to be re-entered manually. Why would anyone want an app that is just MORE WORK? STUPID! HUGE waste of time!",truthful
1242,"The app’s task manager works well, but it doesn’t offer collaboration features for team projects.",truthful
1243,"The app’s document scanner works well, but it doesn’t allow for scanning documents in bulk.",truthful
1244,"The software works well, but it drains the battery too quickly.",truthful
1245,"Super app but, mb kuduthalan",truthful
1247,"dependant on another calendar app. Why? why do I need to have another app to use this app? I can't add plans or schedule without this app throwing the task to Google Calendar. Besides, I don't use G.C anymore since I once missed an event which I put a reminder through the G.C app because it never reminded me. I read one comment for this app that it never gave a reminder for a scheduled task and yes I have an idea why it happened.",truthful
1249,"App no longer supported, data loss likely: Was a great app until I needed to migrate to a new phone. The sync feature never worked, and I lost months of habit data. I tried contacting the developer via the supplied email, but zero response. I used to recommend this app to many people, but I'm done with it.",truthful
1250,"The app’s calendar syncs well, but it doesn’t display different time zones.",truthful
1251,"Eu amo este aplicativo e uso sincronizado com o meu google calendar. Porem de um tempo para cá, mesmo com a configuraçao para manter no google calendar as tarefas ja executadas no todolist, o evento do google calendar some. Podem verificar? Era muito importante pra mim que os eventos continuassem no google calendar. Minha versao nao é premium e estava pensando em comprar. Estou com medo de comprar e continuar assim. Obrigada!",truthful
1253,"It was great but when my phone was reset and I installed again the app, I cannot login even after purchasing the Pro version. It sucks having to purchase again.",truthful
1254,"The app is good, but the frequent pop-ups are annoying.",truthful
1255,"Excellent app in all ways...one thing that I could suggest is that we can add things in-between instead of the new items always going to the top or bottom...(other apps have this feature) ,but I would definitely recommend this...it even let's you color code what is important :) Thank you. :) Great app. :)",truthful
1256,"The app allows tracking of expenses, but it doesn’t categorize them well.",truthful
1260,"The app’s voice memo feature records clearly, but it lacks transcription options.",truthful
1261,"The app’s budget tracker is useful, but it doesn’t offer personalized tips based on spending habits.",truthful
1262,Everything good simple and easy to use the best one but you dont get reminder as alarm so that you can actually know the schedule its just give a notification which can be easily ignored by mistake .....please fix this and link it up with alarm too just like you did with default calendar app,truthful
1265,"It’s functional, but the interface could use an update.",truthful
1268,"Overall it is good. But I have several suggestions that will make it much better. Please contact me. I would pay to have a better app than a mediocre free one. And just so im clear, your updates seem to focus on sharing and connections. That is lipstick on a pig. Build the best app then worry about the connections.",truthful
1269,"The app’s weather updates are accurate, but it doesn’t provide live radar views.",truthful
1271,"The sleep tracking feature works, but it doesn’t sync with my wearable devices.",truthful
1272,Helps me focus on my work but the downside is whenever I close my phone it takes 10 to 15 minutes and shuts down maybe this is because of my phone or something but nonetheless I enjoyed using it.,truthful
1274,"The app’s fitness tracker is helpful, but it doesn’t adjust goals based on user activity.",truthful
1276,"The app’s fitness tracker works well, but it doesn’t offer rest day suggestions based on activity.",truthful
1277,"The app’s task reminders are effective, but they don’t support time-specific reminders for urgent tasks.",truthful
1278,"The app is helpful, but the performance is not consistent.",truthful
1279,"The app’s fitness tracker is helpful, but it doesn’t offer workout challenges or competitions with friends.",truthful
1280,"I noticed a slight anomaly in the app. If you start focus for a subtask e.g. SubtaskX of TaskX, then why isn't that focus time added to the total time of TaskX? That SubtaskX does fall under the TaskX, so any time invested in SubTaskX should also be added into the main TaskX otherwise it defeats the whole purpose of SubTaskX if it is independent of the TaskX. I hope you will 'focus' on this issue. Thanks. ●Edit1: The app has a lot of useful features but they are often hard to find. Simplify it.",truthful
1285,"This is a decent time managment app. The ability to create routines is handy, though it doesnt warn you or show if activities are overlapping. The most recent update (as of 3/30/2020) made the app look much cleaner, which is nice. I would like to see more personalization options t'wards the look af the tags and app. Choices now are very slim. The $5 price tag for the pro version doesn't feel worth it (yes, buyer's remorse), so if you can manage fine with the free version, stick with that.",truthful
1287,"The app’s budget tracker is useful for monitoring expenses, but it doesn’t provide insights or tips on how to save money based on spending patterns. Adding personalized recommendations would improve its financial planning capabilities.",truthful
1288,just installed Love that syncs with google. Wish the mobile app allowed Screen rotation. Wish I could Zoom on the week a month view. I understand mobile i in beta. Looking forward to the evolution.,truthful
1289,"The app’s fitness tracker is good, but it doesn’t offer goal tracking for specific muscle groups.",truthful
1293,"This app IS great, and has the potential to be greater! However, my only 2 requests is when you add a ""Parent Project"" to your ""Favorites,"" please include the projects within it as well! And to also make setting alarms to your tasks more simple, and reliable. Thanks!",truthful
1294,"I set up an account Set up tasks for the week Now it says my email and 
password are not on file. How do I correct this",truthful
1295,I'm two years premium subscriber for the app. It seems great but the only thing makes all the benefits disappear for me: inability to see all finished tasks by label. Guys it's high time you added this to Android and Mac. Doesn't seem any difficult.,truthful
1296,"It's an ok replacement to Wunderlist, but it's worse. I cannot duplicate a list from the app, which is a basic feature one would expect from a todo list tracker.",truthful
1297,"The app’s news feed is helpful, but it doesn’t filter by source.",truthful
1300,"The app’s task reminders work well, but they don’t support reminders based on task urgency.",truthful
1301,Great app. Fun to use. Would have given it 5 stars if you could take 5 min break on the same plant then continue growing it I like working with the pomodoro method,truthful
1302,I REGULARLY USED THIS APP N IT HELP ME TO TRACK MY HABBIT N ENCOURAGE ME TO BE BETTER N BETTER TASK IS ALWAYS CHALLANGE FOR ME N WITH THE HELP OF THIS APP I COMPLETE MY TASK WITHOUT FORGOTTEN OR TAKE IT SERIOUSLY SO IT CHANGE MY LIFE N SOMEWHAT MY LIFE IS REGULAR WITH THIS APP. THANKS HABITNOW,truthful
1305,"The app has potential, but it needs a lot of work to be more user-friendly.",truthful
1306,"The app’s document scanning feature is quick, but it doesn’t allow for multi-page scanning in one go.",truthful
1307,"The app’s social network integration works, but it doesn’t post automatically to multiple accounts.",truthful
1308,The ads are a joke. Completely destroyed the experience. Maybe they haven't tried searching for calendar on the play store and noticed the hundred other options? Look elsewhere for calendar needs!,truthful
1312,"Doesnt work on ALL android Wear OS devices. Specifically, doesnt work with the Watch Active2.",truthful
1313,"The app’s weather tracker provides real-time updates, but it doesn’t offer frost warnings.",truthful
1314,Productivity over 9000.....,truthful
1315,"The UX is classic Wonderlist, but the feature set is still not up to where Wunderlist left off. How can you acquire a product and the release only a subset of functionality two years later?",truthful
1316,"The features of the app is pretty simple and cute, so.. when it comes to the design it's okay! But.. that's not the purpose of the app, it's a reminder! And it never worked, oh! It does! At the first and last time! 😑 And it never works again! The storage of my phone had been wasted! 😒",truthful
1319,"The app’s weather tracker works well, but it doesn’t support heat index updates.",truthful
1321,"The app’s sleep tracker is helpful, but it doesn’t offer smart alarms based on sleep cycles.",truthful
1322,"Love this app. If you need help sticking to a schedule, meeting goals, or want to better your life in any way this app is for you. Guilds and challenges promote productivity. Separate categories for habits (positive/negative), daily tasks, and to-dos keep the app structured. Wish there were more items and rpg aspects after reaching a certain level though.",truthful
1323,"this app helped me organize myself, thank you!",truthful
1325,Not working at all.,truthful
1326,"The app’s task scheduler is helpful, but it doesn’t allow users to group tasks by project.",truthful
1327,"Linking tasks to higher level skills & characteristics, and then seeing them increase, is perfect motivation for me.",truthful
1329,Using this app since 2017. Love it,truthful
1330,"The app’s task manager works well, but it doesn’t support collaboration with other users.",truthful
1331,👌✨,truthful
1335,Super,truthful
1336,"I missed my work today because of your stupid ""weak alarm"" method. This means I've lost some money. Notification reliability should be of paramount importance. If something doesn't work 100%, remove it. Very disappointed. VERY! Edit: I didn't get any warning, nothing. If the other option is the recommended one (which I hate that it adds an alarm icon in the status bar. other apps work without doing this), it doesn't mean the other one IS NOT WORKING. Bad. I'm forced to use the stock alarm for the first event in the morning to be sure, which is very inconvenient",truthful
1339,Very nice app......,truthful
1341,"Excellent for visualizing your day and ""where you are"" in your agenda",truthful
1342,Would love to be able to customize the app more.  Need to add a dark theme and also add an agenda view.,truthful
1343,Bug found. A whole week if appointments keep disappearing a few hours after I put them in.,truthful
1344,Very good App,truthful
1346,I really like the app. Maybe just work on improving the graphs a bit more,truthful
1348,"The app’s video conferencing feature is useful, but it doesn’t allow screen sharing.",truthful
1352,This app wouldn't up date my schedule. Only some postings would transfer to my employees phones and i couldn't be positive something actually worked unless I checked to make sure twice. I even bought the pro version. Not happy.,truthful
1354,"The app’s budgeting tool tracks expenses, but it doesn’t offer savings goals.",truthful
1358,Reminder requires payment,truthful
1359,"The app’s fitness tracker works well for cardio, but it doesn’t track recovery time between sessions.",truthful
1361,"The app’s document scanner works well, but it doesn’t support automatic cropping.",truthful
1363,"The app’s calendar sync is reliable, but it doesn’t adjust automatically for time zones.",truthful
1364,"i miss wunderlist with comment. and now to do deleted comment function, and now be ""silent"" apps ...",truthful
1365,"The app’s task scheduling feature is effective for creating to-do lists, but it doesn’t support recurring tasks, which can be a downside for users with regular, repeatable activities. Adding recurring task options would make it more versatile for day-to-day planning.",truthful
1366,"The app’s remote access feature works, but it has significant lag on slower connections.",truthful
1367,"The app’s document editor is functional, but it doesn’t allow for collaborative editing in real-time.",truthful
1369,"The app’s calendar integration works well, but it doesn’t support recurring events.",truthful
1372,"Good app. I agree with other reviews, the addition of tasks will make it great. Update: The new edition seems to be less useful. It seems one need the pro version to get it to work well. revised update. The app is very useful to ser in one vie appointments highly recommended",truthful
1374,"The app’s task manager is helpful, but it doesn’t offer recurring tasks for daily or weekly scheduling.",truthful
1376,"This is a really good app, the only reason for four stars instead of five is that it does take awhile to really get the hang of all the different things you can do.",truthful
1381,"It’s a solid app, but it could use better instructions for new users.",truthful
1382,"The app’s cloud storage feature works well, but it doesn’t support automatic backups.",truthful
1383,"The app’s video player is reliable, but it doesn’t allow for syncing videos across devices.",truthful
1384,"The app’s video player is smooth, but it doesn’t support background playback while using other apps.",truthful
1385,I didn't know how to do anything..,truthful
1386,Overall not bad,truthful
1393,"The idea is wonderful, truly. But problems exist:
1) Bugs: to-do list, and dailies keep being empty. Refreshing doesn't work, only close and reopen app.
2) Monthly subscription seems highly excessive - I don't like paying for a service that remains static. This could, and should IMO, be an offline app. Particularly with the existing obvious bugs, payment is out of the question right now.
3) Tutorial is lacking: I had to figure a few things out by myself as a first time user.",truthful
1394,"Not the old Palm app, but still usefu l.",truthful
1395,"The app supports real-time location sharing, but it drains the battery quickly.",truthful
1397,"The app’s budget tracker works well, but it doesn’t allow for automatic savings goals based on income.",truthful
1399,It is a really good application I really liked it. It helped me to increase productivity,truthful
1400,"Not able to restore purchase, keep saying I need to log out other account, but I only had the exact account on my device, I contacted Dev they said could be my google play store problem but I also tested on other devices (can't restore) and contacted Google, which google says is the app sides problem, still waiting to fix this, I purchased the pro version just few days ago",truthful
1401,"The app’s document editor works well, but it doesn’t support converting documents into different formats.",truthful
1402,What's up this app I open another app and deletes what info I put in I can't go back and forth with it .. disqualified! !!,truthful
1406,"The file recovery tool is helpful, but it doesn’t recover files larger than 1GB.",truthful
1407,"The app works well, but the features are hard to find.",truthful
1411,"The app’s voice memo feature is easy to use, but it doesn’t allow tagging of memos.",truthful
1412,Good,truthful
1413,5 stars if it were completely free :),truthful
1415,any way to resize font so short events can still have a complete (or at least longer than 2 words) display?,truthful
1416,"The app’s fitness goal setting is useful, but it doesn’t adjust goals based on progress.",truthful
1417,Nice and simple for my needs,truthful
1419,Simple and practical,truthful
1420,"I can't see the pie chart style, just markers in the begginning and in the end of events.",truthful
1422,"The app’s fitness tracker logs cardio sessions accurately, but it doesn’t offer real-time performance feedback.",truthful
1424,"I wanted to like it, iinitially it looked great but it has such a limited window of time view it's no good for planning. A few hours view and that's it. Scrolling hour by hour day by day? Useless. Its sole function appears to be to tell you what you've got coming up in the next few hours which frankly is not much use to anyone as far as I can see. Cloud Cal uses similar circles with a view of the whole month which would be great but sadly the pro version doesn't work so no go there either.",truthful
1426,"The app’s video player is smooth, but it doesn’t support high-definition streaming on mobile networks.",truthful
1427,Simple and intuitive,truthful
1428,Very helpful and users friendly app.,truthful
1429,only 7 free habits,truthful
1430,"The service was okay, but it took longer than expected.",truthful
1431,"The app is functional, but it’s missing a lot of advanced features.",truthful
1433,Good,truthful
1434,"The app’s video player works well, but it doesn’t support subtitle customization.",truthful
1435,love it. Cant wait for it to do even more.,truthful
1436,"The app’s fitness tracker works well, but it doesn’t provide suggestions for rest days.",truthful
1437,"The app’s sleep tracker is functional, but it doesn’t provide bedtime suggestions based on activity levels.",truthful
1439,"I absolutely love this app & pc program. To be able to keep constant notes between work then mobile in my pocket is fantastic... Until I discovered, I'm not experiencing sync in real time. So down to 2 star and my suggestion to get the app to 5-stars would be if each input would automatically be visibly dated & if real time sync actually was real- time. Needed vital info and thought I could just check the note on my smart phone but, this has not been the case. Wasted a lot of my time & nothing.",truthful
1441,"The app’s task scheduler is helpful, but it doesn’t allow for syncing tasks with cloud services.",truthful
1442,I live in Iran.I can't use the app because of payment problems. 😑😒 I have to uninstall it.,truthful
1443,"For some reason, the widget tends to switch list at random. I'd like to see the option to set a default list in the widget as well as location based reminders.",truthful
1444,"The recipe manager is nice, but it doesn’t support importing recipes from websites.",truthful
1447,"The app’s video player is functional, but it doesn’t support downloading videos for offline viewing.",truthful
1450,"The app works, but it could be more responsive.",truthful
1451,I'm using a free version and it works very well. Keeps me up to date,truthful
1452,"It’s a useful app, but the free version is too limited.",truthful
1453,"The app’s email client is reliable, but it doesn’t offer automatic filtering for promotional emails.",truthful
1454,"Awful, it has timing issues , when I reach the end of the day , it leaves an empty task and u cant delete it.",truthful
1456,Helpfull application,truthful
1457,"The app’s fitness challenges are motivating, but it doesn’t allow users to create custom challenges, which would make it more flexible for different workout preferences.",truthful
1458,"The GPS tracking feature works well, but it drains the battery rapidly.",truthful
1460,"The app’s budget tracker works well, but it doesn’t support expense tracking across multiple accounts.",truthful
1461,its above average,truthful
1462,"Just needed somthing to record things I have to do and to remind when I should do them, then got hit instantly with a paywall, not a cool start tho.",truthful
1463,Used to like this app alot but now I have less motivation in earning coins since I have to get premium to get the trees i want. 😔 Saw the developer's reply in others' alike review but I hope they make an effort to create trees that compensate the update.,truthful
1464,"A lot of bugs, low range of choose and opportunities.",truthful
1465,Awesome,truthful
1466,"Autofailed tasks should be more intuitive. They don't actually fail until you visit your task list, and if you failed them yesterday the points for the day you failed them don't go to that day, they go to the current day. So because I slacked off yesterday, I'm starting today with like -20 gold on my chart! That's not fair and it skews the stats. If I didn't do something yesterday, I want it to show that I didn't do something /yesterday/. And when I autofail a task it should alert me with a notification, or at least as soon as I open it to the home screen. And tasks should be able to be set to just autofail at midnight without having to fiddle with the current more involved settings.",truthful
1468,This app will not update nor uninstall properly. Fix it and I'll try it again.,truthful
1473,Pretty good app. Helps get things done. Easy to use. No issues yet.,truthful
1474,"The app’s photo editing tools provide solid functionality for basic adjustments like contrast, brightness, and cropping, but it doesn’t support advanced features like RAW editing or layer-based editing, which limits its appeal for professional photographers. Adding more professional-grade editing tools would make it a robust option for photographers on the go.",truthful
1476,"The app’s calendar sync is good, but it doesn’t support cross-platform syncing well.",truthful
1479,"The app’s sleep tracker is accurate, but it doesn’t allow for tracking daytime naps.",truthful
1481,"The app’s weather tracker works well, but it doesn’t support historical weather data for planning.",truthful
1482,"The app works, but the free version is very limited.",truthful
1484,Works well for me. Several lists.,truthful
1485,"The app supports automatic backups, but it doesn’t notify when backups fail.",truthful
1486,"The app’s navigation system is good, but it doesn’t support turn-by-turn directions for hiking trails.",truthful
1487,"limits habits to like 6 or whatever unless you pay, useless",truthful
1488,"The app’s budget tracker is good for tracking spending, but it doesn’t provide automatic bill payment reminders.",truthful
1491,It thinks about the day the way I do,truthful
1492,Gd,truthful
1494,If wish the images of quotes would have the previous option too,truthful
1495,cool app,truthful
1497,"The app’s navigation system is good, but it doesn’t provide real-time parking availability.",truthful
1498,"The app works fine, but it lacks customization options.",truthful
1503,"The app’s sleep tracker is reliable, but it doesn’t offer sleep cycle analysis for deep sleep.",truthful
1504,"The app’s voice memo feature is useful for recording audio, but it doesn’t offer transcription options, which could make it easier for users to convert spoken notes into written text.",truthful
1505,"The app’s navigation system is good, but it doesn’t support avoiding high-traffic areas.",truthful
1507,Can't do recurring tasks without paying for it. The calendar my phone came with can do more then this one.,truthful
1508,"The app’s task reminders are helpful, but they don’t offer location-based reminders.",truthful
1509,"The presentation is slick, highly customizable and the skills and characteristics offer an encouraging meta to ""just do one more thing before bed time"". Liking it! It would have been an easy 5 star if not for the widgets. Unfortunately they do not continue the established level of customizability. Especially rescaling elements of the Ui of ""All Tasks"" to fit it into a smaller screen is missing. Further, there is a bug that ""All tasks are done"" after clicking away two tasks. Oxygen OS 10.3.3",truthful
1510,"MS again acquired and destroyed a good product wunderlist. Use to use wunderlist a lot. Once wunderlist bought by Microsoft, wunderlist user was forced to migrate. There is a sharp decline on how often I use the app now. The widget works poorly. From time to time there are sign-in problem .",truthful
1511,"The real-time collaboration is helpful, but it struggles with multiple users editing the same document.",truthful
1512,"not very user friendly, atleast for me. the alarm doesnt ring it on only vibrates. i have to put every thing manually, like if its 11 am in the clock it gives me optionts what i m going to do from 12 pm. and even after using it for a week i am not clear how dis format gonna helm me",truthful
1513,BAD!!!!👎👎👎,truthful
1514,"widgets are broken on my OP6T stock , please fix.",truthful
1517,"The app’s weather tracker is accurate, but it doesn’t offer sunrise and sunset notifications.",truthful
1518,"12 hours, just 12 hours I had this app. Received 6 emails for todoist. Why do you think it is acceptable to bombard me with email? On top of the email issue, to make any real use of this app you have to sign up for the premium service. Wont be coming back. Uninstalled and you been added to my junk email list. Pathetic!",truthful
1519,"It’s okay, but it drains the battery too quickly.",truthful
1520,Aungwaioo,truthful
1521,"The app’s offline reading mode works well for text-based content, but it doesn’t support downloading multimedia, like videos or interactive elements, for offline use. Expanding offline capabilities would make it more versatile for users who need access to a variety of media types.",truthful
1526,"The software has a learning curve, but it works well once you get the hang of it.",truthful
1527,Really helps me get stuff done and on time...,truthful
1528,"Please make it work again. The app is great, but it is not working and says I'm not connected to the internet, even though I have 2 available connections. Please, fix it!!!",truthful
1529,Very bad,truthful
1531,"The app’s sleep tracker is accurate, but it doesn’t provide personalized sleep suggestions based on data.",truthful
1533,"Worthless, u can add tasks and things to do in the future but it won't remind you or allow u to set alarms unless you pay for premium membership... Lame.. #instantdelete",truthful
1534,"I love this app, but it sucks that I can only use it on my phone. I'd give it a 5 if I could a) use a desktop version of the app as well; b) sync tasks with Wunderlist;  and c ) sync reminders from Google Calendar as tasks on Planner Pro.",truthful
1536,Serviceable but not awesome by any means. I've spent enough time trying to set up tasks in here that I feel like I can't bail even though I don't love it. It's really tricky to figure out how to make tasks show up like I want and have only been able to really get things set up right by using the website in addition to the app. Nothing is intuitive or easy to figure out in this app.,truthful
1537,"The app’s task reminders work well, but they don’t offer priority settings for tasks.",truthful
1540,"The app’s file backup system is functional, but it doesn’t support restoring specific files.",truthful
1543,good app,truthful
1544,"Easy, simple, cheerful, effective",truthful
1545,"The app includes a to-do list, but there’s no way to organize tasks by priority.",truthful
1546,"The app’s file-sharing feature is fast and secure, but it doesn’t offer an option to password-protect shared files, which would be useful for those handling sensitive information. Adding this feature would make it a stronger choice for business use.",truthful
1549,"The app works fine, but it’s slower than I’d like.",truthful
1550,"The app’s social media posting feature is functional, but it lacks engagement analytics.",truthful
1552,"The app’s fitness tracker is helpful, but it doesn’t allow users to log meals and calories.",truthful
1553,"The app works well, but it could use more frequent updates.",truthful
1554,"I looked at a lot of habit tracking apps and this one was the closest I've found to what I was looking for. Unless I missed how/where to do them, there are three things I wish I could do in the app. First, create custom categories/subcategories, especially under health. Second, edit start dates without having to delete and retype to correct. Three, have the ability to add notes.",truthful
1555,"The app’s task reminders are useful, but it doesn’t allow for customizing reminder intervals.",truthful
1558,"The app works, but it needs more frequent updates to fix bugs.",truthful
1559,"The app’s video player works well, but it doesn’t support HD streaming on mobile networks.",truthful
1560,Easy to use,truthful
1561,Uninstalled. Couldn't get it to register. Disappointed,truthful
1562,"I had to uninstall the app since it didn't open and kept stopping, when I reinstalled it all my progress and data was lost .",truthful
1563,"The options you have are stupid. When I tried to set up notifications the ""Save"" function does not work.",truthful
1564,Ivery good app.. I would recommend it,truthful
1565,"The app’s time management tool is fine, but it doesn’t support blocking distracting websites.",truthful
1566,idk if it only happens to me if you do not apply for the premium membership my app gets crashed and it does not open but other times it is really halpful. :-),truthful
1569,"A good app, although disappointed that I can't repeat a reminder without paying",truthful
1570,Nice integration with Teams & Planner. Would get an extra star if I could assign tasks directly from To Do.,truthful
1571,"The app’s weather tracker provides real-time updates, but it doesn’t offer rain intensity forecasts.",truthful
1572,it works well for me,truthful
1574,"The app’s task scheduler is good, but it doesn’t support organizing tasks by category or project.",truthful
1575,"The app’s photo sorting feature works, but it’s difficult to filter by location.",truthful
1577,"The app has good features, but I wish they would improve the design.",truthful
1578,"The app’s screen reader support is useful, but it doesn’t read out text in images.",truthful
1579,"It’s helpful, but the premium features are too expensive.",truthful
1581,Quite disappointed after the recent updates... You are trying to monetize everything... You may end up loosing your worthy and loyal customers by this predatory approach...,truthful
1582,"The app’s document viewer is fine, but it doesn’t support zooming on mobile devices.",truthful
1584,"The app’s task manager is reliable, but it doesn’t allow users to view tasks in calendar mode.",truthful
1585,"The app’s navigation system is accurate, but it doesn’t offer live traffic updates for rural areas.",truthful
1586,"The app’s navigation system is functional, but it doesn’t offer speed limit notifications.",truthful
1587,"It’s a solid app, but it could be faster.",truthful
1590,I am not able to log in There's not option to log in They ask to register again,truthful
1592,"The app’s voice assistant responds quickly, but it doesn’t understand complex queries.",truthful
1594,Великолепное приложение. Отзывчивая поддержка. Отличный дизайн. Продуманная и удобная система развития. Очень интересно ставить себе и родным задачи и вознаграждение за них. Рекомендую.,truthful
1595,i love this app so far but the notifications are not really working for me,truthful
1597,"The features are solid, but the app can be glitchy at times.",truthful
1599,Not bad if you want to install,truthful
1602,Forced to review to avoid popups every few days. Ok so far,truthful
1603,"JUST PURCHASED MONTHLY SUBSCRIPTION. UNTIL NOW, MY APP IS NOT WORKING AS A FULL VERSION.",truthful
1604,"The app’s budget tracker is functional, but it doesn’t support automatic bill payments.",truthful
1605,"The app’s sleep tracker is accurate, but it doesn’t offer tips based on sleep patterns.",truthful
1606,I would've switched to TickTick but there is no option to change to a 12 hour setting from a 24 hour. 😔,truthful
1607,Would have loved to give it 5 stars but the alarm does not works properly sometimes. Changed all required settings but it still misses some alarms. Other than that its the best to do list app I have ever seen. And the pomodoro is just awesome.....,truthful
1610,"The app’s voice memo feature is clear, but it doesn’t allow for live transcription while recording.",truthful
1611,"The app’s fitness tracker is reliable, but it doesn’t offer heart rate zone analysis for optimal performance.",truthful
1612,"fantastic app a critical flaw... one touch completion, now when you brush the screen your tasks get set to complete and you can't find them easily.. (updated July 25) the developer asked me to respond to comment... thanks for responding. don't fuss on my part .",truthful
1614,"I really like the app, but I would enjoy it more if there was the ability to manually order tasks through simple drag and drop like in LifeRPG. Also, if there was a quicker way to edit like in Life RPG that would be great. I would be willing to pay as a way of supporting you guys, but right now LifeRPG is more practical and they'll get my money until you catch up. Love the decreasing skills btw :)",truthful
1615,"The app’s calendar is useful, but it doesn’t offer reminders for recurring events.",truthful
1616,"The app’s fitness tracker is functional, but it doesn’t support interval training modes.",truthful
1617,"The app’s navigation system works well, but it doesn’t support multiple transportation modes in one route.",truthful
1620,Need more user friendly interface. But very useful application my mobile.,truthful
