category,polarity,class,text
Home_and_Kitchen_5,negative,truthful,"this coffee maker is great for families that consume lots of coffee...

PROS: it keeps all of the coffee hot.
has a seperate button for those times you only need 1-4 cups...if you don't press this, coffee is not strong (water gets hotter with this button)
large capacity.
beeps when done brewing.
great look on counter!

CONS:1)large design, might be overwhelming in a small kitchen, also you cant really fit under standard sized cabinets, unless u pull out each time you want to make coffee, when you lift top to get to water area, the top will hit the underside of the cabinets.
2) hard to tell how much coffee is in it despite the Full/Empty gauge. beeps very faintly so u must listen in order to hear it when brewing is complete.
3) MAJOR ONE--you need to keep a microfiber cloth under the unit, otherwise the condensation comes out and seems to make the unit leak. also, when u pour water into the reservoir, you need to use a spouted cup to minimize the amount of water that falls out onto the counter...takes some practice, but worth it in the end.

BEST THING TO DO IS BUY WARRANTY THROUGH SQUARETRADE (online), THEY OFFER 3 YEARS ON IT, AND WILL FULLY REFUND PRICE IF IT BECOMES DEFECTIVE WITHIN THAT TIME! YOU DONT NEED A RECEIPT OR ANYTHING, JUST FILL OUT INFO AS SOON AS U BUY THE MACHINE.
OVERALL, GREAT VALUE FOR THE MACHINE...GREAT LOOK, GREAT FILTERS, GREAT CAPABILITIES! 3 STARS BECAUSE OF THE LEAK ISSSUE THAT TAKES ABOUT A WEEK TO GET OVER..AND ALSO SIZE. OTHERWISE, PERFORMANCE DESERVES 5 STARS!"
Home_and_Kitchen_5,negative,truthful,"There are several choices when it comes to cooking utensils: Stainless remains my favorite choice given that it is dishwasher safe, sturdy enough to hold up under force, and thin enough that it can easily get under the cooked product. Silicone, also dishwasher safe, has the advantage of being good for teflon-coated pots and pans but the disadvantage of rarely being tapered sufficiently to get under, say, a sunny-side up egg, without damaging the appearance of the food. Bamboo is a great alternative; though you have to hand wash wood utensils, wood is generally stronger than silicone and can still be used in teflon-coated cookware. The trick, though, is that it has to be cut properly.

This set could have used a little more in the finish department. The colored handles are a nice touch, but the half that touches food is rough to the touch, not quite sanded sufficiently, and doesn't come to as thin an edge as is necessary on the spatula tools. Further, the slotted cuts on two of the utensils had left a few bits of little wood splinters that I needed to make sure were thoroughly removed when I first cleaned the items. The wood was also finished with a light outer coating - some type of urethane? - that wasn't smoothly applied. There are areas which lack the coating, and some areas which appear to have blotches and extra coating.

So overall, the set is ok, particularly as a lightweight set for a camp or RV stove, but at home you would likely be better served with two or three higher grade utensils than this set."
Home_and_Kitchen_5,negative,truthful,"These are cute and colorful silicone reusable cupcake molds. They will make a smaller than normal cupcake which is fine by me but may not be for everyone.  I found that if you fill the molds half way or more the final resulting cupcake doesn't much resemble a butterfly. If you only fill the molds about the third of the way the finished product will be smaller but will look like a butterfly especially when frosted and decorated.

These molds don't each hold the same shape.  They are fairly thin and do distort easily. They are a bit of work to clean.  My brand new dishwasher didn't get them completely clean so I suggest you wash them by hand, which can be a chore.  I will definitely use these again but not as often as I thought I would.

I received this product at a discount in exchange for writing a review based on the results of my testing it. I am not affiliated with this company and I did not promise to write a positive review when the offer was made. I tested this product thoroughly and do my best to provide detailed reviews to other Amazon customers so they may make informed decisions about their future purchases. It is my intent to highlight features and drawbacks that I, as a consumer, would want to know about before I purchase the product, not to inflate the product's quality for the distributor or manufacturer to increase their sales. It is my hope that these reviews are helpful to others. The views I have expressed here are completely my own and are in no way influenced by the promotion I received."
Home_and_Kitchen_5,negative,truthful,"I've had this Lunchbots for over a year now.  Overall, it's been a decent container, though only useful for dry goods.  My original intent was to purchase an 'heirloom' lunchbox that was completely foodsafe -- what better choice for that than stainless steel, right?

So anyway, over a year later, the paint regularly chips off.  Each day, there are some paint flakes to be found everyhwere -- in the tote bag I use to carry this container, on the rim, and if I'm not careful, in my food.

Given the times we live in, and that there's no way for me to know for certain whether there's lead, cadmium, or other toxics in the paint, this will soon go into the trash.

In fact, that's why I'm on Amazon today -- I came shopping for a 100% stainless steel replacement.  After seeing this pop up in the search, I thought I'd at least help others by sharing my experience.

Someone did suggest that Lunchbots was extremely customer-service oriented, and would replace the lids -- no questions asked.  That was not my experience at all.  I wrote to customer service, and got a standard 'stock' response back which suggested the product is no longer under warranty and this was considered normal 'wear and tear' -- but that I could buy some replacement lids (which were also painted) if I wanted to, at my expense.

(apparently this comes with a one year warranty, so that's all the product is guaranteed for)

So much for quality and so much for manufacturer product support.

Seriously -- what's the point of spending some $20 for a stainless steel item if it won't last much longer than a year?

Best & Respectfully--"
Home_and_Kitchen_5,negative,truthful,"I really like this vacuum. Charges quickly. One charge does every room of my 1000 sq ft place. I have hardwood floors with a good amount of dog hair and it does a pretty good job with it. Very easy to empty the container. (Which you will need to do after every sweep.) I recommend making sure you clean out the rollers and intake port fairly frequently. It is a compact vacuum and that's what makes it easy and great; but the intake port is pretty small. Just keep it clean an it will work great. It picks up debris well, gets into tight spots and corners, gets fairly low so that you can get a good ways under beds and couches.

EDIT: 6 months later. I still think this is a great vacuum for the price. It will vacuum about 6 rooms (900=1000sq ft) before needing a charge. It picks up most things well. It works well on pet hair and basic dirt. Bigger things take a couple swipes. You should definitely clean out the intake as much as possible because it is small and can get clogged. It doesn't take long to clean it, but it is a little work. Just a screwdriver or wire coat hanger is needed. The battery charges quickly (maybe an hour or two?) and it hasn't seemed to lose any of its total charge in the time I've had it.

Edit: One and a half years later. This vacuum was a good vacuum for the time that I used it. After a year and a half it has now stopped working as well. Very little suction power. Doesn't pick up dirt like it should. I need a new vacuum now."
Home_and_Kitchen_5,negative,truthful,"So I have had this fan for a little over a week now. The thing to know about this is it does what it says! It is a swamp cooler that moves air through a wet pad. If you live somewhere that is dry and you know swamp coolers work in your region, then this will work.

My unit uses about a full tank of water every day and a half. I live in south central Texas. The only time I really can tell a difference in the air temperature is when I add ice to the water. This moves a lot of air and has many settings such as swing mode, high, medium, low, nature which alternates between the three, and a timer mode. You also have the option to turn the cooling on and off.

This fan does what it is advertised to do as long as you are using it in a dry climate. It moves a lot of air and could even be used as a humidifier.

UPDATE
I have now had this for about a month. I have taken great care of it. It literally was taken out of the box, placed in a corner on flat ground, and turned on and off each day. It worked well for the first month but it is now leaking! I am a handy person and I still can't figure out where the water is coming from. The water storage is in great condition so it has to be something with the hose line or water catching system from the wet pad. I can't figure out where it is coming from. The zip ties used to secure the hose are tight. I'm pretty dissatisfied after spending about $100"
Home_and_Kitchen_5,negative,truthful,"Received shoe rack in a reasonable amount of time.  Assembly is easy enough (15-20 minutes).  Shoe rack is stable.

The finish of the metal tubing is nice aesthetically. The plastic connectors work well, but look a bit cheap and may also remind you of children's connecter toys.

My biggest issue with the rack itself is the shelving material.  It resembles black weed control paper you'd put under mulch, with a thin plastic layer on top.  Will it hold shoes and be pretty easy to clean, yes I think so.  Is it a durable material....No.  If you think this rack will receive any amount of abuse or rough handling, I might look elsewhere.

Now to the sellers service:
My rack was missing four tubes needed to complete assembly.  I contacted the seller and the following was our (abridged) discourse.

Seller:. Can you please take a picture of missing pieces and send (via email) so we can verify what is needed.

Me: Pictures sent

Seller: These components are out of stock.  Can you buy them elsewhere and we will reimburse you?

Me: That is unacceptable.  You are the manufacturer of these components. Open another box if need be, and please send me what is needed to complete the shoe rack you sold me.

Seller: components are out of stock, we are issuing you a refund.

Ultimately, I felt like they were trying to get me to drop my request by making things less straight forward than they should have been, but I don't know that for sure, and I do appreciate that in the end they rectified the situation.

Take this for what it's worth.  It's a utility shoe rack and the seller is responsive and NOT in the business of cheating customers."
Home_and_Kitchen_5,negative,truthful,"Ignoring common sense and warnings on the Web, I bought one of these hand held Dyson DC34 vacuums for about 4 times what I'd pay for a high end competitor's model (e.g. Black and Decker LiIon model). When I got it, I was initially very pleased: Good suction, worked very well. The battery life is short (maybe 6-7 minutes on a charge), but I knew that going in, and that's just part of the package.

Then, after a number of months, the machine began stopping after a few seconds. It wasn't that the battery wasn't charged: I could use it for a few seconds, have it stop, play games with the unit, get it to run for maybe 20-30 second, have it stop, play more games, and so on to get the full 5-6 minutes out of it. But the unit just failed to run continuously for more than a fraction of a minute. I went online and discovered this is a horribly common problem with this model. I contacted Dyson and had them tell me that the unit was out of its (short) warranty and that I'd need to buy another one.

That's not going to happen. Instead, I'll try to warn you all not to waste your money on this machine that, apparently, has design defects. Instead, get a high end (LiION battery) Black & Decker, or similar model for a quarter of the price. It might not be 100% as good as a vacuum, but it's assuredly 90% as good, and in addition, you'll get a much longer lifetime out of it. And when it dies, you can buy another THREE before you're up to the cost of this piece of poorly designed junk.

I was burned. You don't have to be."
Home_and_Kitchen_5,negative,truthful,"This is the worst purchase I have ever made from Amazon. I have had the mattress for several days, opened and laying on my bed frame. It is supposed to be a 6 inch mattress and won't inflate beyond 4 inches. I got tired of sleeping in a recliner and tried to sleep on this thing last night. After an hour of being completely uncomfortable, I put my old two inch foam topper on it and tried sleeping again. No go. This thing gives and doesn't bounce back. It's like sleeping on a board. I am sore all over after my two attempts at trying to sleep. I am contacting Amazon for a return/refund. Don't waste your time buying thing thing, even for a guest room -- your guests will hate you if you do! And, when it was opened, there was a stink in the room coming off the mattress. It off gassed for two days. I received this in Nov, 2017 and the tag on the mattress said it was made in China in Sept, 2016. So it was manufactured, then rolled up tight for over a year. No wonder it doesn't inflate. I am very, very disappointed in this. UPDATE: I returned the mattress to Amazon. There was no hastle, arranged for UPS to pick it up and the refund to my account was issued within 2 hours of being picked up. The hardest part about the return was rolling up the mattress (it was very stiff in the middle), tying it off, wrapping it up in the plastic it came in and then taping card board all around the plastic. I probably didn't have to do all of that but I did it anyway, just to be sure it arrived in one piece. Don't  waste your money on this product."
Home_and_Kitchen_5,negative,truthful,"I purchased this lightweight wonder from Big Lots for a great price. My 503 sq ft apartment, which has hardly any closet space, is too small for a heavy duty large vacuum. This vacuum is very easy to put together with only 2 pieces that go on to make it a complete upright vacuum. (No tools needed!)

OK but my SHARK NAVIGATOR LIGHT IS BETTER!
1. I cut my hair weekly with clippers and hair is either on the countertop or tile floors. The handheld got my countertops hair free and my tile floors were quickly cleaned.
2. The pet hair (white/brown shih tzu's long hair) was picked up in 1 swipe on kitchen tile floor, which usually takes me forever with my broom to get up.
3. The crevice attachment is amazing to clean windowsills, crown molding ledges, ceiling fan blades, and those spider webs in those hard to reach corners. Yes, my Spring cleaning began as soon as I purchased this cheap but helpful vac!
4. Cleans carpets as an upright but you will have to go over spots several times to get it squeaky clean and the suction is good enough to leave carpet lines.) By the way, my carpet areas are only 11x11 and 13x13 which the 16ft cord is just right! (For larger jobs I first use my manual Bissell Sweep-up and after picking up the larger pieces I use my featherweight vacuum. This keeps my featherweight from becoming clogged and preserving it.)
5. Quiet enough not to wake the entire neighborhood!

Needs some work:
1. The dust cup is small, which means you must empty after each use, and sometimes dust flies all over the front of the cup. Wet paper towel to the rescue!
2. Made of cheap plastic but what do I expect for $20!
3. No storage cup for the crevice attachment, but Velcro does wonders!
4. Needs a brush roll to get thru thick carpet!"
Home_and_Kitchen_5,negative,truthful,"Got this product to do our upstairs (only area that is carpeted in our home). Ordered on sale, and got the item promptly through Amazon. Fast forward to 4 months later (we never took it out of the box) and opened it to get to work since we were expecting company. Instructions were horrendous, but finally got the thing put together. My husband and I couldn't figure out why the vac was not standing upright on its own, but kept falling backwards. Figured something must be missing and/or not put together properly. We dumped the Hoover box upside down in an effort to see if there were any missed parts and the only thing that fell out was a teeeeennnnyyyy tiny piece of plastic (think size of a marble). Turns out that little piece of plastic had a big job-it held up the ENTIRE machine. A bit stunned that some genius thought plastic would be good to use for such a crucial part of the machine, I called Hoover expecting them to stand behind their ""One Year Warranty"" that the machine came with. Explained the situation to a Hoover rep who assured me that we could take it to an authorized Hoover store for free repair. I was also confident since the machine was not even used once that the Hoover store could verify that clearly this had not been our fault. Wrong again. We got a phone call 2 days later informing us that the plastic piece that was broken was NOT covered under warranty and it would cost $120.00 to fix. ARE YOU SERIOUS?!?? Oh yes, let's pay for a piece of (*#&(W*#&( machine twice. I think not. This has been the worst experience and I will NEVER purchase anything Hoover again. Cheap plastic, poor design, horrible customer service. Lesson learned the hard way, hope others can learn from our mistake. What a joke!!!! Hoover gets a F- in my book."
Home_and_Kitchen_5,negative,truthful,"I received my  Black & Decker Allure Iron  and quickly discovered signs that it had been returned.  The cord was not neatly wrapped. The tab on the box was open. There were fingerprints on it. I plugged it in  and found that it would only heat to about 130. Then a thin line of smoke came up from the iron. I returned it and Amazon promptly sent me a new one. With the wonderful reviews I've seen here I was confident that the this one would work beautifully!  Sadly this one wouldn't get hot enough either!  It put out a good amount of steam but only heated again to about 130. I tried ironing a cotton garment  and it just wouldn't get all of the wrinkles out! Let me assure you, I followed the instructions in the manual to the letter! The second one went back too. I got a quick refund. Despite the great reviews I just wasn't ready to try my luck on a third! Very disappointing!
Update: I very much appreciated Spectrum Customer Service reaching out to me. I contacted them and they sent me a new iron. Sadly this iron performs about the same as the others. I checked the temperature of the soleplate when set on ""linen"". The temperature was in the 130s in some areas, high 120s in others. My research shows that an the temp should be about 235 on linen, 204 on cotton. 135 is good for nylon, acrylic , spandex. This iron puts out good steam and will get mild wrinkles out of cotton (when set on linen) but won't remove a crease. It won't get linen completely smooth. This is 3 out of 3 Allure irons that won't get hot enough. I would encourage other reviewers to check their irons with an infrared thermometer and see what readings you get, especially if you purchased yours in the last few months."
Home_and_Kitchen_5,negative,truthful,"My wife is very particular about ""her things"", and when her tea kettle was starting to rust out, she hinted that she would like a new one for her birthday.  So I found this highly reviewed kettle on Amazon and thought it a good deal for many years of service.  When my wife received it for her birthday, she was not completely satisfied, but over the past two months she has ""gotten used to it"".  Here are her complaints:

1. Difficulty getting water into it.
  - with my wife's old kettle, she filled it through the spout.  The spout on this kettle is a bit narrower than her old one, so at first water would spill down the side and get the outside wet.  She also tried to use the filling lid on top, but the lid has tight tolerances (so steam doesn't escape or rattle around), and the handle doesn't move, so there is no clear path to the pot without getting the outside wet.

2. Difficulty eating water out of it.
  - as you can see from the picture, the spout protrudes from the upper quarter of the pot.  This means she has to hold the kettle at an almost 90 degree angle to pour her hot water, and dousing her hand with a good bit of hot steam.  With filling the kettle a bit fuller than she is used to, we are able to get around that problem.

Now that she's had two months of kettle ownership, she is much better at aiming water into the kettle, and doesn't have so many problems.  She has also noticed that with the flatter and wider bottom of the new kettle, it does heat faster, and it is easier to clean with the nice enameled finish.  However, I think next time that we need a new kettle, I'm just going to install a hot water dispenser at the sink."
Home_and_Kitchen_5,negative,truthful,"Okay, I actually have one of these, was given as a gift at xmas.  It works fine, the machine is crazy simple (nothing electric, just a lever) and the CO2 cartridge is very easy to install and remove.  Because the person giving the gift bought them I have two bottles and two of the 4oz cartridges.  I personally get 11 liters from the 4oz charge (I've been keeping track to see and that's been pretty consistent).

At the moment you can at least go to Bed Bath and Beyond stores and EXCHANGE the small cartridge for $10 (buying an extra filled one off the shelf costs $20).  You just go to the cashier/service desk there and they'll have a box of refilled ones behind the counter that they'll swap with you and charge $9.99.

But they promise 16oz cartridges as an option and I have yet to find these available anywhere.  Just thinking as reading this I should contact Cuisinart and ask where I can get one.  For heavy use you probably don't want to buy one of these for yourself at least until the 16oz cartridges are reasonably available and able to be exchanged at the lower price.  I wouldn't expect to ever come out ahead on cost even with with the larger cartridge.  I mean, I can buy some bottles of plain seltzer (which is mainly what I'm making) for about 70 cents a liter.  You can get some CO2 less than that but can't get it low enough to recoup the cost of the machine I don't think.  it IS a space saver though if you're a heavy user of fizzy beverage products.  If I exchange one CO2 cartridge while the other still has some charge then I basically never run out yet only have two bottles taking space in the fridge.  Plus I'm not going through a ton of disposable bottles.  That's worth something I guess."
Home_and_Kitchen_5,negative,truthful,"This was my second waring blender. Previously, I had one that was a bit shorter. This one can fit a lot of liquid, but apparently it is not meant for crushing ice. Huh? It is a bar blender. What is it for then? I only found this out because when my husband accidentally broke ours by blending a few cubes of ice (along with milk, bananas, yogurt), we contacted waring to see if it was under warranty and if it could be replaced. The blender would turn on but the blade didn't seem to be spinning anymore. Waring asked if we had used ice in the blender ""because it wasn't designed to crush ice."" We explained that t had, but only a small amount. Long story short, waring offered a once in a blue moon replacement blender top, but ""just this time."" Two to 3 weeks later it had still not arrived. My husband contacted the lady to ask her if she had shipped the replacement, because we really just wanted to know if we needed to buy a new blender so we could make smoothies in the mornings again. The replacement blender is $60-100, depending on where you buy it, so yeah we were waiting for the free one. The blender finally arrived, after hassling the lady again. I stuck my hand in the box and hundreds of shard of glass sliced into my skin. So, that was nice. The blender had been barely bubble wrapped. We didn't bother requesting a new one, and bought an entirely different blender instead. We bought the Farberware 4-speed  digital blender for $40.00 and have been happilly blending ever since. I used to be a blender snob, but unless you are going to fork over the money for a BlendTec or Vitamix, or something along those lines, there is really no point to spend a lot. I'm sorry but if a waring blender can't make a semi-frozen smoothie, what can it do? Puree soups?"
Home_and_Kitchen_5,negative,truthful,"This makes a truly excellent cup of coffee or espresso - for one person. Probably you can't make a better cup given a particular roast of bean.  I just think it should be bigger.  We like strong coffee and a nice big cup of it. We make two big cups of coffee and we basically have to repeat the whole process twice. And if you have more people, well, I have other things to do with my day, just get out the old dripper I guess. If they made one twice as big I think it would be a huge improvement.

The key insight of this coffee maker is to use lots of coffee, let it soak in the water, and above all, do NOT get the water so hot. 160 or 170 degrees - you won't get the bitterness and off tastes as with hotter water. Now, using this insight, I have been able to use a drip basket instead of the Aeropress in a pinch, and get about the same quality a beverage. A lot of filter baskets taken out of drip machines have a little valve on the bottom so the coffee only drips out when a coffee pot is underneath. You can just put the filter and coffee and the not-too-hot water into this filter basket, and wait a couple minutes, then release the valve and let the coffee drain into a cup. Same quality as you get with an Aeropress, and it just proves that the not-too-hot water soak method is the key.

Frankly as they are not making a bigger model of this I think I will get a French Press. Use not-so-hot water, and make as much coffee as you need without going through the motions 2, 3, 4 times. I think the only problem with that is that a French Press does not have as fine a filter as the Aeropress and you will need to use a coarser grind of coffee or end up with a lot more sediment in your cup."
Home_and_Kitchen_5,negative,truthful,"I bought the Griddler in February of 2005 and have taken care to ensure it lasts. The Griddler is heavy and sturdily constructed. It heats up quickly, and cleans up even faster. We have used it for panini, grilling meat, and toasting burger buns.  The unit can be used either as a panini/grill press with the floating top or opened up to use as a griddle.

The base of the unit heats up and maintains temperature better than the top. This creates uneven toasting of the Panini or other items. It's not so much of a problem using as a griddle, since one side will simply cook faster than the other.

After a year the nonstick surface has started pealing off of the grill plates. I have never used metal on the nonstick surface and have taken great care to preserve the finish. Perhaps it is in the design or a fate of nonstick coated products in general, but the now I will have to take care not to get pieces of the nonstick surface in my food.

The Griddler comes with interchangeable dishwasher safe griddle and grill plates with a lock and release system that is intuitive to use.  The plates easily release with the press of a button for cleaning.  To place the plates back on the Griddler, one simply rests the plates in the groves located towards the rear or bottom and snaps the front or top into place.  The plates don't consistently stay attached in the top section like they once did. It's very annoying trying to reposition a hot plate back into place.

On the surface, the Griddler has the looks and design to be a great product. Cuisinart has some bugs to work out to attain even heating and plates that last. If I were to buy a new panini press, I would not look to Cuisinart again.  As a matter of fact, I now enjoy using a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Breville-800GRXL-Indoor-Barbeque-and-Grill/dp/B000A76VCO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Breville 800GRXL Indoor Barbeque and Grill</a>&nbsp;instead.

PROS:
Heavy and sturdily construction
Heats up and cleans quickly

CONS:
Non-stick surface does not last
Uneven heating"
Sports_and_Outdoors_5,negative,truthful,Lights are Great but the mounts are a bit flimsy.
Sports_and_Outdoors_5,negative,truthful,Stylish but the material was not very stretchy at all.
Sports_and_Outdoors_5,negative,truthful,"meh....its effective, i prefer a more solid adapter, not plastic"
Sports_and_Outdoors_5,negative,truthful,"wouldnt keep hands warm in 32 degree weather, and no wind."
Sports_and_Outdoors_5,negative,truthful,Has not helped or hurt my game. Not sure what will.
Sports_and_Outdoors_5,negative,truthful,"DID NOT FIT SIG 380, SIGHT CAUGHT ON END OF HOLSTER"
Sports_and_Outdoors_5,negative,truthful,What a piece of junk! The bail won't even latch.
Sports_and_Outdoors_5,negative,truthful,Returned it as the webbing started peeling off after one use.
Sports_and_Outdoors_5,negative,truthful,I wore them one time and the stitching is coming apart
Sports_and_Outdoors_5,negative,truthful,"This is not a Barlow knife, it is a cheap Chinese knockoff."
Sports_and_Outdoors_5,negative,truthful,"was very upset , what you see is not what you get."
Sports_and_Outdoors_5,negative,truthful,Returned. Wasn't happy with the fit or how the product was made
Sports_and_Outdoors_5,negative,truthful,Gift arrived without bands.  Was intended to be a Christmas present.
Sports_and_Outdoors_5,negative,truthful,"If you can set this trap, it will kill the critter dead."
Sports_and_Outdoors_5,negative,truthful,"Not the best of chordage I have used, but it is adequate"
Sports_and_Outdoors_5,negative,truthful,"crazy about the way it works, in fact, nont sure how it works!"
Sports_and_Outdoors_5,negative,truthful,"It's nice, but the detail, compared to NFL mini helmets is left wanting"
Sports_and_Outdoors_5,negative,truthful,"Product works as advertised, although I found much cheaper locally after ordering here."
Sports_and_Outdoors_5,negative,truthful,I tried these out in the rain and my shoes still got soaked.
Sports_and_Outdoors_5,negative,truthful,it a do rag several ways only cheap knit materal dollar general quality
Sports_and_Outdoors_5,negative,truthful,Supposedly sticky. Not so - makes me slide all over the yoga studio floor.
Sports_and_Outdoors_5,negative,truthful,"Box showed up TRASHED. No seat included, no instructions, and apparently,  missing bolts."
Sports_and_Outdoors_5,negative,truthful,Product itself is good but doesn't have the right lenses for a normal person.
Sports_and_Outdoors_5,negative,truthful,I got only one and this one broke at the first use.
Sports_and_Outdoors_5,negative,truthful,Garbage! way to short for anything picture does not depict the truth! very disappointed!
Sports_and_Outdoors_5,negative,truthful,I was impressed with the qaulity for the price but it was just way too small.
Sports_and_Outdoors_5,negative,truthful,Great water bottle.. Although the cap is cheaply made and doesn't last more than 2 months
Sports_and_Outdoors_5,negative,truthful,The straw constantly falls out and my son can not drink from the cup.  Frustrating.
Sports_and_Outdoors_5,negative,truthful,"compass needs recal often, temp is off always, awesome idea execution sub par."
Sports_and_Outdoors_5,negative,truthful,The plastic band really hurts if it snags you! I had welts all over my arms.
Sports_and_Outdoors_5,negative,truthful,"Rip cord bore cleaners are sturdier and comparable in price, there wear out and break quickly"
Sports_and_Outdoors_5,negative,truthful,"Batteries I received were corroded, so could not even test to see if it works."
Sports_and_Outdoors_5,negative,truthful,"Blade doesn't lock into the open position easily, but what do you expect for 8 bucks."
Sports_and_Outdoors_5,negative,truthful,first time I used it It fell apart.. requesting to get my money back or a replacement.
Sports_and_Outdoors_5,negative,truthful,The function of the device was intermittent and unpredictable. Go elsewhere for a portable USB LED light.
Sports_and_Outdoors_5,negative,truthful,Didn't fit my bars very well subsequently I had to forgo the blue brush bar end pieces.
Sports_and_Outdoors_5,negative,truthful,Just imagine the cheapest worst socks you had ever own and these are equivalent to third worst.
Sports_and_Outdoors_5,negative,truthful,"Totally nonadjustable, came with NO instructions Was unclear, may have been a returned item that was reshipped."
Sports_and_Outdoors_5,negative,truthful,"it's good, not as bouncyas i would like it to be, but not bad for the $$"
Sports_and_Outdoors_5,negative,truthful,It broke right away. Too bad I had already tossed the package so I couldn't return it.
Sports_and_Outdoors_5,negative,truthful,Broke 2nd use. Don't waste your money. Cap wouldn't close and water leaked every where in my trunk.
Sports_and_Outdoors_5,negative,truthful,This cable lock works fine. I use it on my bike for security. Read review before you purchase.
Sports_and_Outdoors_5,negative,truthful,Applying too much pressure or no pressure causes the pellets to shoot up down left right. Nothing consistent.
Sports_and_Outdoors_5,negative,truthful,it is not working. Too bad that I opened it too late so the return due is missed....
Sports_and_Outdoors_5,negative,truthful,Within hours the netting ripped. The metal construction isn't great and it warped... I wouldn't recommend this product.
Sports_and_Outdoors_5,negative,truthful,I placed this in the freezer at might so I would have cold water and the bottle busted.
Sports_and_Outdoors_5,negative,truthful,"junk ,took for ever to get here .Tryed a couple when I first got them,like I said junk"
Sports_and_Outdoors_5,negative,truthful,they have a lot of flex in them and make it hard to 'tee up' in hard ground.
Sports_and_Outdoors_5,negative,truthful,"Not so good! The slots in the rail are cut too wide. The rings slide front to back,"
Sports_and_Outdoors_5,negative,truthful,I ordered this size by mistake but kept them just incase I get a scope they can go on
Sports_and_Outdoors_5,negative,truthful,"For the price the are ok, the front sight for a low gas block for 20 bucks is great"
Sports_and_Outdoors_5,negative,truthful,Orange side shows through a little.  Would not buy again.  Should have bought the single sided version.
Sports_and_Outdoors_5,negative,truthful,"This is not 3 pound weights like I thought was being advertised, it's 1.5 lbs each totally 3 pounds."
Sports_and_Outdoors_5,negative,truthful,I guess you get what you pay for broke after it fell maybe two feet once. My own fault.
Sports_and_Outdoors_5,negative,truthful,"Sock was very long, over my knee. Like them otherwise, but returned for this reason and I'm 6'1"" tall."
Sports_and_Outdoors_5,negative,truthful,"Poor design, handgun fits holster ok but holster mount offers no support on your belt, should have sent back."
Sports_and_Outdoors_5,negative,truthful,"i didn't mind that it's covered in cosmoline, but the blade is ultra dull, and huge chip in it"
Sports_and_Outdoors_5,negative,truthful,"Product itself is probably good, but for novice anglers the instructions are microscopic in size and puzzling in explanation."
Sports_and_Outdoors_5,negative,truthful,A bit tight to close.  But the rubber will probably wear down a bit to make it easier.
Sports_and_Outdoors_5,negative,truthful,Not as easy to collapes as I had hoped. Have to hold on or it gets a little unstable.
Sports_and_Outdoors_5,negative,truthful,"Does the job, but build quality seems less than great. Good for the price. You get what you pay for."
Sports_and_Outdoors_5,negative,truthful,The pad does not self inflate sufficiently to make for comfortable sleep. After getting all the air out is impossible
Sports_and_Outdoors_5,negative,truthful,"Giving this 3 stars because although the pump itself is good, I could not fit it on my 48"" bike!"
Sports_and_Outdoors_5,negative,truthful,Cheaper than then the ones I buy at Walmart of the same brand because of the thickness of the cable.
Sports_and_Outdoors_5,negative,truthful,Won't fit any bike I have. [11] most say bend it but that ndoesn't sound save to me.
Sports_and_Outdoors_5,negative,truthful,They are CRAP don't buy they break in half when hitting hard objects and they jam your gun never again.
Sports_and_Outdoors_5,negative,truthful,"The graphics were great, but the sticker started coming off rather quickly. Good product... But not great, I wouldn't buy again."
Sports_and_Outdoors_5,negative,truthful,A must-have for extreme cold weather.  Just don't last as long as advertised or as long as others I've used.
Sports_and_Outdoors_5,negative,truthful,"this seems very flimsy. I'll store it in my motorcycle, but worry it won't last more than one or two uses."
Sports_and_Outdoors_5,negative,truthful,"Worked well for 2 days and then the dial wouldn't get but one station, slipped or IDK :(  Am returning."
Sports_and_Outdoors_5,negative,truthful,okay. They spend too much time filming the students instead of the instructor.... you need to see the instructor to follow.
Sports_and_Outdoors_5,negative,truthful,Ordered a 3x and that's what the shirts says but its no bigger than a large.  Miss-marked I would guess.
Sports_and_Outdoors_5,negative,truthful,I like the item but the top and sides appear to be seconds! Off center and top is warped.
Sports_and_Outdoors_5,negative,truthful,The seal ripped where I plug my headphones into and so it is now  unusable. Good thing otterbox stopped making these.
Sports_and_Outdoors_5,negative,truthful,Find are great. Snorkel is good mask is ok. Mask leaks and snorkel not really positioned well and easily takes on water.
Sports_and_Outdoors_5,negative,truthful,"okay, good option to leave one in your tool kit or etc, just in case u break your chain on the road."
Sports_and_Outdoors_5,negative,truthful,It looks better on the website but its a very thin light product. It looked more thicker online. Better for skinny people.
Sports_and_Outdoors_5,negative,truthful,"Good for a few times, but takes a lot of pumping, it ultimately failed after doing a lower unit, and 4 differentials."
Sports_and_Outdoors_5,negative,truthful,cups came chipped and missing blue coating.  I ordered 6 and two were chipped.  The others are very poorly made.
Sports_and_Outdoors_5,negative,truthful,This is way too dangerous. It surges going up and down hills and get out of control quickly when it hits a bump.
Sports_and_Outdoors_5,negative,truthful,No carry handle as some others noted. Spend a little more and buy a better battery box. Get the Minn Kota battery box.
Sports_and_Outdoors_5,negative,truthful,Hard to load picture quality bad not plug and play  Would never  order this outdated hard to use  again ...
