index,age,gender,platform/name,product,rating,text,polarity,class
1085,[20-30),male,amazon,معالج Ryzen 5 5600G,5,معالج اقتصادي جميل ,positive,truthful
1087,[20-30),female,الشتاء والصيف,لابتوب ,4,التغليف كان ممتاز لكن الطلب تأخر و التواصل مع الشركة كان صعب جدًا ,positive,truthful
1089,[20-30),male,Easy store,اشتراك يوتيوب سنة,5,الوضع حتى اللحظة ممتاز وكما مدون في الوصف تماما، لكن لن يتضح التقييم النهائي قبل ان تتم السنة دون تعطل الاشتراك.,positive,truthful
1090,(under 20),female,shein,حقيبة,5,منتج جميل و سعر مناسب جدا 👌🏼👌🏼,positive,truthful
1091,(under 20),female,Noon,عطر,5,جميل جدا ,positive,truthful
1092,[20-30),female,shein,معطف,4,ملمس القماش غريب قليلا ولكن القطعة جميلة جدا,positive,truthful
1093,[20-30),female,shein,بلوزة,5,جيدة جدا والمقاس ممتاز ,positive,truthful
1094,[20-30),female,نمشي,حقيبة,4,الحقيبة جميلة وانصح بشرائها,positive,truthful
1095,[20-30),female,shein,بلوزه,4,جميل جاء نفس اللون والمقاس اللي طلبته ,positive,truthful
1096,[20-30),female,Noon,ايباد ,5,اصلي ومعه كل ملحقاته وضمانه ,positive,truthful
1097,[20-30),female,shein,فستان ,4,ممتاز وعجبني ,positive,truthful
1098,[40-50),female,Noon,حقيبه,5,ممتاز,positive,truthful
1100,[20-30),male,الشمس والرمال,جزمات ,5,المنتج كان نفس المعلن عنه ومريح وفعال للرياضه ,positive,truthful
1101,[20-30),male,Sports direct,حذاء رياضي,5,منتج اصلي وبسعر منخفض,positive,truthful
1102,[20-30),male,Adidas website,حذاء للقدم,5,حذاء مريح جدًا و انسيابي ، باطن الحذاء خفيف جدًا بحيث لا تحس بثقله .,positive,truthful
1103,[20-30),male,amazon,Elden Ring Guide book,5,"من حسن الحظ أني وجدت المنتج متوفر وبالسعر المناسب، وكون ""طوق الأقدمين"" لها مكانة خاصة في قلبي، قررت أن أحصل على جميع المقتنيات لها، وبالجودة الأعلى كذلك.",positive,truthful
1104,[20-30),male,amazon,قلم ايباد,4,قلم رائع يفي بالغرض وسهل الاستخدام والاقتران مع الآيباد، يمكنك استعماله لساعات دون الحاجة لإعادة شحنه، يتميز بسعره المنخفض جدًا مقارنة بالأقلام الأخرى، يعيبه أن جودته أقل من قلم آبل الأصلي.,positive,truthful
1105,[20-30),female,متجر,كوب,5,الصراحة روعة ,positive,truthful
1106,[20-30),female,نمشي,Shoes ,5,التوصيل سريع ,positive,truthful
1107,[20-30),female,نمشي,Shoes ,5,منتج جيد ونفس الصوره واللون,positive,truthful
1109,[20-30),female,بيرسونال شوبر,شنطة,5,سرعة في التوصيل، وسرعة في الرد😍,positive,truthful
1110,[20-30),male,Jarir,كتاب,5,مكتبة جرير غنية عن التعريف، الخدمة كويسة والكتاب ممتاز كجودة ومحتوى (تم اقتراحه لي من قبلهم),positive,truthful
1111,[20-30),male,نمشي,تيشيرت,5,الجوده حلوه جداً,positive,truthful
1113,[20-30),female,سيفي,Shoes ,4,جمييل وجوده جميل لكن اللون مختلف قليلا عن الصوره ,positive,truthful
1114,[20-30),female,shein,فستان,5,جوده جيده جدا  ومطابق لصوره تماما,positive,truthful
1115,[20-30),female,اوناس,فستان,5,خامة الفستان رائعة وعالية الجودة، كذلك التغليف جيد وأنيق، والتوصيل  سرييع جدًا كما ذكر في الموقع، أكرر تجربتي,positive,truthful
1116,[20-30),female,Jarir,سماعة ايربودز,5,سريعين من ناحية التوصيل، استغرق اقل من اربعة ايام،  يصل المنتج مغلف ومعه ورقة الضمان,positive,truthful
1117,[20-30),female,متسوقة شخصية ,حقيبة,4,جودة المنتج ممتازة و لكن تفاجئت بالحجم اصغر من الصوره بكثيير ,positive,truthful
1118,[20-30),female,متجر ضفة,كتاب,5,والكتاب مغلف بشكل جيد فقط التوصيل تأخر أكثر من المتوقع.,positive,truthful
1119,[20-30),female,amazon,سائل تنظيف,5,المنتج مطابق للمواصفات، ووصلني بحالة سليمة.,positive,truthful
1120,[20-30),female,جولدن سنت,عطر,4,العطر أصلي ومطابق للمواصفات المذكورة، كذلك التغليف ممتاز. السلبيات: السعر مرتفع جدا.,positive,truthful
1121,[30-40),female,Asos,جزمه رياضيه ,5,من افضل الجزم الرياضيه مريحه جداً وتناسب المشي لمسافات طويله ما تتعب القدم، السعر مرتفع قليلاً لكن المنتج يستاهل ,positive,truthful
1122,[40-50),male,دار التدمرية للنشر والتوزيع,كتاب,4,المكتبة ليست كبيره وتحوي الكثير من الكتب الدينية واسعار الكتب رخيصه جدا,positive,truthful
1125,[40-50),male,مؤسسة الحقيبة الشتوية,ملابس,5,اسعار الحقائب الشتوية من افضل الاسعار وكذلك الاضافات الاخرى مثل البطانيه والجاكيت والبلوفر ويتم وضع اغراض كل شخص في كيس والتسليم سريع جداً ويتوفر الدفع بالشبكة,positive,truthful
1126,[40-50),male,قصر الاواني QASR ALAWANI,اواني,4,اسعار جيده وتخفيضات حقيقية و ماركات متعددة,positive,truthful
1127,[20-30),male,قاعدة تثبيت السماعة أسفل الطاولة,امازون,5,"منتج جودته ممتازه , وحجمه مناسب جدأ ولا ياخذ مساحه كبيره يوجد لاصق اضافي",positive,truthful
1128,under 20,female,بنطال,اسوس,5,خامه ممتازه ونفس الصوره,positive,truthful
1129,[20-30),female,فستان,اكتان,5,طلبت اكثر من فستان من عندهم كانوا مره حلوين و جودتهم حلوه,positive,truthful
1130,[20-30),female,حذاء,تيتانيوم سنيكرز,5,رااائع مريحة مره و شكل جميييل,positive,truthful
1131,[20-30),female,كريم جسم,امازون,4,الكريم ترطيبه حلو وقوامه ثقيل شبيه بالفازلين حلو لموسم الشتاء,positive,truthful
1132,[20-30),female,ميزان امتعة,امازون,4,الميزان استخدامه سهل وسريع والتعليمات واضحه لكن لاحظت انه صار فيه لخبطه بالوزن بعد ماوزنت شناط كثير ورا بعض يعني لازم يكون فيه بريك بينهم.,positive,truthful
1133,[20-30),female,عطر (دهن العود💘),سكّة الطيب,5,منتج رائع ثباته ممتاز ومناسب لسعره. جودة التغليف رائعة وسرعة التوصيل أيضًا👍🏻,positive,truthful
1135,[20-30),female,كرسي مكتبي,نون,5,رائع وسهل التركيب ومريح جدًا ومناسب. لونه مختلف نوعًا ما بس جميل. القماش صعب بالغسل، لكنه أفضل من الجلد بالنّسبة لي.,positive,truthful
1136,[20-30),female,هوديز,اسوس,5,جميل وخامه جميله والماقاس مضبوط,positive,truthful
1138,[20-30),female,بنطال,شي ان,5,نوع القماش حلو,positive,truthful
1139,[20-30),female,عطور,اروماتك,5,العطر جدًا جميل و ثباته عالي جدًا الرائحة مميزة و الصعر جدًا مغري بعد خصم نهاية العام 🤩,positive,truthful
1140,[20-30),female,فستان,سنتر بوينت,4,جميل لكن خفيف جدا لاينفع للبرد القارص,positive,truthful
1142,[20-30),female,عدة خياطة جراحية 🧐,أمازون,5,منتج جميل ساعدني بالتدريب على خياطة الجروح أنصح به عدا انه حصلت مشاكل في التوصيل وتم وضع التاريخ الخاطئ يرجى من المسؤولين تصحيح الخطأ,positive,truthful
1143,[20-30),female,بنطال جينز اسود,شي ان,5,البنطال مريح و عملي و لونه اسود جميل و يحلي الجسم ، انصح الكل فيه 👍🏼,positive,truthful
1144,[20-30),female,ماسك ليلي,بوتيكات,4,حلو ومنعش ويرطب كثير اصحى واحس فيه فرق لكن يحتاج استمرارية لنتيجه مرضيه,positive,truthful
1145,[20-30),female,كريمات,ايهيرب,5,موقع جميل ومرخص واسعار جميله وسهل الاستعمال,positive,truthful
1146,[20-30),female,ستارة واقية من الحشرات للباب,علي اكسبرس,5,الستارة جدًا ممتاز لحماية الباب من الحشرات الطائرة اصبحت استطيع فتح الباب مدة طويلة دون الانزعاج من دخول الحشرات الى داخل المنزل,positive,truthful
1147,[20-30),female,دولاب,ايكيا,5,شهادتي مجروحة في ايكيا يعني كل منتجاتهم عالية الجوده✨,positive,truthful
1149,[20-30),female,ساعه يد,شي ان,5,شكلها بسيط لكن انيق و الجلد نوعه كويس ، انصح فيه,positive,truthful
1150,[20-30),female,ميك اب,قولدن سنت,5,جودة الميك اب ممتازة و مناسبة للاستخدام اليومي,positive,truthful
1151,[20-30),female,تنوره,شي ان,5,مره اعجبتني التنورة صرت كاني *انمي قيرل*,positive,truthful
1153,[40-50),female,جكيت,فوغا,4,طلبت استرجاع متعاونين,positive,truthful
1154,[40-50),female,متاز,ممتاز,5,جميله جدا أنصح بها بشدة,positive,truthful
1155,[40-50),female,بلوفر,شي ان,5,ممتاز يفوق الخيال,positive,truthful
1156,[40-50),female,ايباد,امازون,5,رائع,positive,truthful
1157,[40-50),female,ديور,انستقرام,5,جداً رائع,positive,truthful
1158,[40-50),female,صنية شاهي,هوم سنتر,5,ممتازه روعه وانا خقيت عليه الصنيه,positive,truthful
1159,[30-40),female,جاهز بخار (:,نون,5,صراحة ما جربته حتى الآن والله يكفينا شر الصخاين (:,positive,truthful
1160,[30-40),female,قهوة,بيت التحميص,5,ممتاز جداً وبطل بعيد التحربة مراراً وتكراراً,positive,truthful
1161,[30-40),female,مظله 🫣,نون,4,بالنسبه لسعره جيد ويفي بالغرض,positive,truthful
1162,[30-40),female,شنطة,أمازون,5,ممتاز وبطل ودائماً اشتري منه,positive,truthful
1163,[30-40),female,أواني,نايس,5,جمييييل جداً وأعيد التجربة,positive,truthful
1164,under 20,female,جزمة,ستايلي,5,حلوة نفس الصورة والمقاس ، كل يوم البسها ولا تغيرت ولا تأثرت بالاستخدام الكثير,positive,truthful
1165,[20-30),female,منتجات عناية,نون,5,منتج ممتاز ويغني عن عيادات الجلدية,positive,truthful
1167,[20-30),female,عطر,الماجد للعود,5,اخخخخ أجمممل عططر ريحة ثبااات باختصار العطر ثقيل خفيف,positive,truthful
1168,[20-30),female,مكنسة روبوت,مارلو,5,منتج رائع للغاية سهل الاستخدام يمكنكم تحديد خريطة المنزل وتوجيه المكسنة للمكان المُراد تنظيفه؛ تستطيع تفادي السقوط عند الدرج. ايضاً تتضمن خاصية التعقيم بالأشعة فوق البنفسجية. منتج مميز ويستحق الشراء👌🏻,positive,truthful
1169,[20-30),female,بلوفرات اطفال,H&m,4,خامه رائع وجوده عالية وسعره بعد العرض جميل لكن المقاسات صغيرة,positive,truthful
1170,[20-30),female,قهوة,بيت التحميص,4,القهوة جيدة لكن طلبتها توصلني مطحونة ووصلتني بدون طحن,positive,truthful
1171,[20-30),female,سديرية رجالية,حساب في انستقرام وليس منصة معروفة.,5,منتج رائع، وخامة ممتازة ودافئة، أنصح به.,positive,truthful
1172,[20-30),female,سماعة جوال,أمازون,5,حرصت على شراء سماعة أبل السلكية وأعجبتني,positive,truthful
1173,[20-30),female,معطف,زارا,4,كنت اتمنى لو يوجد صورة لخامة المعطف عن قرب,positive,truthful
1174,[20-30),female,فستان شتوي,ستايلي,5,الفستان جدًا جميل ومناسب على الجسم كأنه مفصل,positive,truthful
1175,[20-30),female,شنطة,انستقرام,4,الشنطة رائعة ومثل الصورة، لكن لم يناسبني حجمها,positive,truthful
1176,[20-30),female,طوق,شي ان,5,رائع جدًا,positive,truthful
1178,[20-30),female,استشوار,امازون,5,استشوار ريبون رائع على مر السنوات لا يتغير,positive,truthful
1179,[20-30),female,ملابس شتاء,شي ان,5,فساتين شتوية جدا ناعمة وأنيقة تصلح للاجتماعات الأسبوعية، منتج لو عادني الزمن لاشتريته مجددًا,positive,truthful
1180,[20-30),female,جزمة رياضية,اسوس,5,جميلة جداً ولونها بالواقع احبى من الصور ومريييييحة انصحكم فيها,positive,truthful
1181,[20-30),female,حذاء,شي ان,5,كان حذاء للاطفال وجدت اشباهه بسعر مضاعف بأماكن اخرى,positive,truthful
1182,[20-30),female,فواحة كهربائية,اروماتية,4,اقتنيت الفواحة الصغيرة العطر رائحته مميزة وباردة؛ تستطيعون تحديد وقت (البخات) وتحديد وقت رش العطر من ثانية حتى ١٠ ثواني مثلاً. انصح بشرائها,positive,truthful
1183,[20-30),female,دفاية زيت,موقع صفقات المستودع,5,سعر مميز وخدمة سريعة,positive,truthful
1184,[20-30),female,مكعبات صابون غسالة الصحون,أمازون,5,حفاظًا على مالكم اشتروا مكعبات الصابون من امازون فقط لأنه يغسل لكم اطباقكم بنصف ريال للمكعب الواحد,positive,truthful
1185,[20-30),female,سماعة بلوتوث,أمازون,5,السماعة رائعة جدًا وشحنها يجلس بالأيام ❤️‍🔥,positive,truthful
1186,[20-30),female,فستان,زارا,5,خيال شهادتي فيهم مجروحة .. ما قد طلبت منهم شيء و تحسفت,positive,truthful
1187,[20-30),female,سماعة بلوتوث,أمازون,5,سماعة بلوتوث للرأس، خيالية شحنها لمدة ١٠ دقايق يعطيك ٤ ساعات تستمع فيها وبشكل عام لو شحنتها فل تخدمك أكثر من ٥٣ ساعة,positive,truthful
1188,[20-30),female,ليقنز,شي ان,5,مريح جدا وسترتش يناسب جميع الاجسام، مريح على الجسم,positive,truthful
1189,[20-30),female,عطر,الابلكيشن حقهم اروماتيك,5,رائع جداً كان اعلان بس يسوى المدح,positive,truthful
1191,[20-30),female,بجامة,ستايلي,4,سعر متوسط خامة عادية,positive,truthful
1192,under 20,female,باوربنك,جنتوشوب,5,جميل جداً جودتها عاليه جداً ,positive,truthful
1193,under 20,female,عطر,نايس ون,2,حجمه جميل ورائحته فواحه وجميله,positive,truthful
1194,[20-30),female,فستان ,فورديل,5,المنتج افضل من المتوقع  المقاس مناسب جدا وعاش معي وقت طويل,positive,truthful
1195,[20-30),male,قطع الكمبيوتر ,امازون,4,كل شيء كان كويس الل اللوح الام تاخرت تاخير وحتى يوم وصلت تمرمطت عشان اخذها وانا دافع توصيل كله بسبب شركة ارامكس كانت تجربه معهم سيئه جدًا,positive,truthful
1197,[20-30),female,shein,بلايز,5,البلوزة ممتازة نفس الصورة وأجمل، كل من شافها علي يمدحها..,positive,truthful
1198,[50-60),female,shein,بناطيل جلديه,5,البنطلون جوده ومقاساته مضبوطة,positive,truthful
1199,[20-30),female,amazon,جزمة سبورت,5,الجزمة خفيييفة كأني أمشي على غيمة، تستاهل كل ريال دفعته فيها,positive,truthful
1200,[50-60),female,shein,جونتي شتوي,5,رررائع وجودة عالية وانيق,positive,truthful
1202,[30-40),female,نون,اله وبر الملابس,5,اله ممتازه يجب ان تكون عند كل ام تشيل الوبر من الملابس وترجع القطعه كأنها جديده,positive,truthful
1203,[30-40),female,shein,حقيبه اطفال,5,شنطه جميله وخامتها حلوه وتشيل اغراض البيبي كلها,positive,truthful
1204,[30-40),female,shein,معطف ,5,نفس المقاس المطلوب ,positive,truthful
1206,[20-30),male,amazon,مواد تنظيف,5,ارخص من الموجود بالسوق واصلي,positive,truthful
1207,[40-50),female,shein,ملابس,4,قماش جيد جداً اللون جميل المقاس مضبوط كما في جدول القياسات,positive,truthful
1209,[20-30),male,دار شميم,عطر,5,عطر مميز وجميل ، اعجبني سرعة التوصيل وطريقة التغليف 😍,positive,truthful
1210,[40-50),female,farfetch,حقيبه,5,المنتج ذو جوده ممتازه بنفس الحجم والمقاسات المذكوره,positive,truthful
1211,[20-30),male,نون,سماعة,4,جيدة لسعرها المناسب، وتؤدي الغرض,positive,truthful
1212,[30-40),female,shein,ساعة,4,جميله شكلها يبان فخمه مرره مو قد سعرها ابدا,positive,truthful
1213,[30-40),female,نون,مناكير,4,مره حلو لونه ممتاز وقوام المناكير حلو,positive,truthful
1214,[30-40),female,shein,كفرات جوال,5,حلو له مسكه وتصير ستاند للجوال سواء بالطول او بالعرض ومع غطاء لحماية الكاميرا اعجبتني الحركه,positive,truthful
1215,[50-60),female,امازون,مكنسة,5,رائع جدا . مريحة . وعملية ,positive,truthful
1230,[20-30),female,فطيرة الشاورما,,3,الاكل وصلني حار طعمه لذيذ وصوص سبيشل لذيذ جدا,positive,truthful
1232,[30-40),female,جبنة ولبنة,,5,ممتاز ,positive,truthful
1296,[20-30),female,ALBAIK,,5,البيك معروف لا يعرف طلبت دجاج بيكيز بدون عظام وكانت لذيذة ومقرمشة ومشبعة وتكفي وطلبت كوب ذرة وكان كذلك لذيذ وطعمه يذوب بالفم، يجي مع زبدة وملح,positive,truthful
1297,[20-30),female,Marble,,5,لذيذ يستحق التجربة، السعر غالي مقارنة بغيره ولكنه يستحق أكرر التجربة ومارح اشتري برقر لحم إلا منهم ,positive,truthful
1298,under 20,female,hazatshawarma,,5,وجباته جيدة ومشبعة وأسعاره مناسبة للجميع,positive,truthful
1299,[20-30),female,Shubk shawarma,,4,طلبت شاورما صغير دجاج كانت لذيذه وماتغث وماهي مغرقه بالصوص وهذه اهم نقطه 😋 المطعم حلوه اسعاره ,positive,truthful
1300,[20-30),female,oregano,,4,الطعام لذيذ خاصةً الفطور، الأسعار لا بأس بها,positive,truthful
1301,under 20,female,KOOZI,,5,مرررررا حلو وبالذات المقلوبة عندهم جييده مرا وتستاهل الواحد يطلب منهم شغلهم نظيف مرا ,positive,truthful
1302,under 20,female,eastern house,,5,حررررررفيا احلى شاورما عندهم خفيفه على المعدة بشكلل وطعمها حلو بعد ,positive,truthful
1303,under 20,female,Romeno,,5,سعر مناسب وجودة لا يعلى عليها,positive,truthful
1304,[20-30),female,hazatshawarma,,4,عشاق الشاورما الخفيفة بالسعر المعقول، هنا مكانكم. اليوم جربت وجبتين منه الأولى: حزة دجاج صاجي حجمها أكبر من حجم كف اليد ب5 سم تقريبًا مشدودة بشكل مناسب ومليانة حشوة الحشوة متناسقة للغاية، ما فيها مخلل لكن فيها ثوم وبطاطس وكأني تذوقت طعم جبن، تناسق النكهات هذا خلاها رهيبة. نكهة الثوم فيها ممتازة، مو الثوم الحار الي يكرهك عيشتك، ولا البارد الي كأنه مايونيز.. طعم الثوم مضبوط 👌🏼 والخبز طري ولذيييذ أول مرة أذوق شاورما صاج خبزها طري ولأنها مليانة حشوة تشبع أبهرتني حقيقة، وأقيم هذه الوجبة 10/10 وأعتقد بتكون طلبي من هذا المطعم دائمًا.  الطلب الثاني كان دبل حزة يجيك ساندويتشين شاورما مع بطاطس ومشروب بـ19 ريال، سعر رهيب حقيقة. البطاطس لذيذة خفيفة مو مليانة زيت ومقرمشة وتحس انها فعلًا بطاطس. ومختلفة عن المطاعم الثانية الي من نفس هالنوع، بالمختصر مستحيل يبقى منها حبة. وممكن أرشح هالمطعم لأحد فقط لجودة البطاطس 😅👌🏼 شيء بطل. وأتمنى يستمر طعمها كذا.  بالنسبة لشاورما حزة كما هو واضح من صورة المنيو تجي بخبز عادي له شوية لب، تُحشى بخس وطحنية ومخلل وبطاطس وثوم. تناسق النكهات فيها رهيب كذلك. الحقيقة الشيف في هذا المطعم يستحق شكر على إبداعه. عمومًا هذه الوجبة جيدة وممكن ترجع لذوق الشخص. إخواني يحبونها بس أنا أشوف طعمها جيد. أعجبني فيها أنها خفيفة فقط وممكن ترجع لذوق الشخص.  الطلب هذا اتصلت على المطعم يجهزه لي ثم طلعت استلمته، صح ما كان جاهز لكن تظل خدمة جيدة.  أنصح الجميع حقيقة بتجربة المطعم، وإعطائه فرصة لأنه يقدم منتج جيد. وأخيرًا أتمنى لهذا المطعم دوام الجودة والتطوير ودمتم بخير,positive,truthful
1305,[20-30),Male,فطاير يوسف,,4,اسعارة حلوه وفطايرة لذيذة  مشكلته الفطيرة الوحدة ما تشبع,positive,truthful
1306,[20-30),Male,هنش,,4,المطعم اكله لذيذ وبسيط وهذا الي يميزة اسعاره متوسطه على مرتفعه اتمنى يكونون اسرع بتجهيز الطلبات وتحسين تعاملهم,positive,truthful
1307,[20-30),Male,جبنة ولبنة,,5,اسعارة حلوه الطعم لذيذ  افضل شيء عنده فطيرة البرقر ,positive,truthful
1308,[20-30),female,ميد نايت,,5,كل الوجبات دجاج ، السبايسي برقر لذيذذذ وبرضو البطاطس حقهم لذيذ ,positive,truthful
1309,[20-30),female,لادوسير,,5,المطعم غني عن التعريف سبق وجربتهم بالفرع القديم بالرس ، لذيذ وفيه جلسات خارجية ومغلقة وغرف برضو لكن العيب الوحيد كمية الاكل بالصحن قليلة ,positive,truthful
1310,[20-30),female,mcdonalds,,4,مطعم رائع وسريع جدًا ومشبع بس يحتاج يهتم زيادة بالنظافة,positive,truthful
1311,[20-30),female,كودو,,4,الأكل لذيذ ونظيف بس غالبًا يكون بارد وبطيء جدًا,positive,truthful
1312,[20-30),female,ايريا برقر,,5,لذيذ مرة اشتريت برقر كرسبي سعرها ٢٩ وجبة  الصوص ما يقصرون فيه بالبرقر يغرقونها صوص والدجاج مرة يممييييي اللي يخليني اطلب منهم هو البطاطس يحطون فيه بهارات مايخلونه بطاطس طبيعي مجمد  وصلني الطلب حار وطلبته من موقعهم ✨,positive,truthful
1313,[20-30),female,شاورما كندة,,5,مطعم يبيع ألذ شاورما بالبكيرية يمليييها ثووووووووم ومايقصر بالدجاج  واحلى ميزة عندي يغرقها كاتشب ✨✨✨✨ مشكلته الخبز يلفها مليون لفة وكل ماجا أجلس اقص الخبز الزايد يعني ياليت يقلل الخبزة او يخليها انحف,positive,truthful
1314,[30-40),female,برقر كينج,,4,لذيذ أعجبني ,positive,truthful
1315,[20-30),female,النجمة,,5,مطعم ممتاز جدا ويقدم حلويات وماكولات شهية,positive,truthful
1316,[20-30),female,ALBAIK,,5,البيك مميز جدا واكله رائع رائع وفريد ❤️❤️,positive,truthful
1317,[20-30),male,الكوفية,,5,تعدد الاصناف جيد والاكل طازج وغير قديم ، السعر مقبول جدًا ، الخدمة مميزة والديكور جميل والموقع رائع، لديه خدمة توصيل بسعر مميز وبسرعة عالية، جيد للعوائل والاصدقاء والعمل. ,positive,truthful
1318,[20-30),female,كودو,,4,مطعمهم نظيف,positive,truthful
1319,[20-30),male,برجر ماركت,,5,البرجر عندهم لذيذ وهش وطعيم والبطاطس كذلك مميز وجلسات رايقة ومناسبة 👌🏼,positive,truthful
1320,[20-30),female,فينور عنيزه,,5,جددا جميل,positive,truthful
1321,[20-30),female,لقمة تمام,,5,جدا جميل الطعم,positive,truthful
1322,[20-30),female,Cheese cake factory ,,4,الاختيارات كثيره ومتنوعه، الطعام جيد و لذيذ، الاسعار معقوله ,positive,truthful
1323,[20-30),female,Romeno,,4,المطعم كان من مفضلاتي سابقًا ولكن في آخر مره قمت بتجربته اصبح طعمه وكأنه غريب ، لا أفكر بإن اطلب مره أخرى.,positive,truthful
1324,[20-30),female,تولين,,5,المكان مريح و الخدمه سريعه نوعا ما والاطباق لذيذه جدا واسعارها معقوله,positive,truthful
1325,[20-30),male,ابي شاورما,,5,ممتاز ك نظافة وطعم وطاقم العمل ، الاحترافية واضحة بشغلهم والتنوع ب شاورما موجود,positive,truthful
1326,[20-30),female,كراتر,,4,السلطات والباستا لذيذة لكن غالي شوي,positive,truthful
1327,[20-30),female,Staybridge Suites Dubai Financial Centre,,4,الفندق من ناحية النظافه والخدمات ممتاز لا بأس به ، الاطاله حقت الشقه كانت رائعه على برج خليفه 😍 ، موقعه مره كويس وخصوصًا انه قريب جدًا من محطه القطار وكنت اروح للمناطق الثانيه عن طريق القطار، حجزته عن طريق برنامج booking ,positive,truthful
1328,[20-30),female,بيتزا انا ,,4,والله مطعم الحاره المفضل والاسعار يا سلام بيتزا الرانش عندهم افضل شيء 👍🏻 ,positive,truthful
1329,[20-30),female,ڤينور ,,5,مطعم العائله المفضل فيه جميع الاختيارات ومره لذيذ اكلهم ولكن يعيبهم ان التكييف كان عالي ويخلي الاكل يبرد بسرعه جربت فرع بريده طبعًا ,positive,truthful
1330,[20-30),female,Also - the zone,,4,الاكل لذيذ جدًا والبرقر من اطيب ماذقت هذه الفترة والاطلالة جميلة,positive,truthful
1331,[20-30),female,مطعك قلعة المندي,,4,الأكل لذيذ و لكن المطعم والغرف من الداخل يحتاج لمزيد  من الديكور,positive,truthful
1332,[20-30),female,حيدر اباد,,4,ديكورات المطعم حلوة من جوا وفخمه والجلسات هادية و طريقة تقديم الطعام مرتبه والأكل لذيذ جدا من المطاعم المفضلة ,positive,truthful
1333,under 20,female,فلامينجو,,5,اعجبني التغليف وان كلشي كان فيه وردي حتى خبز البرقر وردي ! الثيم حق المحل كان مره يجنن وان شاء الله مو اخر مره اطلب منهم ❤️,positive,truthful
1334,under 20,female,نور - الرياض ,,5,جدًا جدًا جممييل حتى انهم ضيفونا بمشروب الرمان والاطلاله كانت جميله حتى تنسيق المطعم رائع كان فيه طاولات كثير خارجيه وداخليه وفيه برضو طاولات فيهم حاجز حتى الاكل كااان مره حلو ولا احكي لكم عن النظافة بصراحة بقمة الروعة هالمطعم ❤️,positive,truthful
1335,[20-30),male,ليتل سيزر,,5,لذيذ جداً ,positive,truthful
1336,[20-30),female,ميد نايت,,5,لذيذ مره جربت برجر سموكي واوريجينال كلهم لذيذين👍🏻👍🏻👍🏻👍🏻,positive,truthful
1337,[20-30),female,كرسبش,,5,الدجاج مقرمش وطري والبطاطس خفيف ولذيذ,positive,truthful
1338,[20-30),female,ALBAIK,,4,احبه انه جيد النكهة فيه وكل شيء جميل,positive,truthful
1339,[20-30),female,بروست التوفيق ,,5,انها النكهة الخاصة، رغم ان المطعم سيغلق إلى الابد قريبًا وانه مطعم في مكان غير معرف لكن بأستمرارة طوال الاربعين العام الماضية و الازدحام على هذا المطعم الصغير اللذيذ فقط انا احب الطعام هنا,positive,truthful
1340,[20-30),female,شاورما,,5,طعمه لذيذ حقًا وطريقة تقديمه انه شهي ودافىء,positive,truthful
1341,[40-50),female,ريد تشكن,,5,التقييم جيد الاسعار غالية,positive,truthful
1342,[40-50),female,زمردة ,,5,الاكل جيد الاسعار مناسبة ,positive,truthful
1343,[30-40),male,شاورمجي ,,5,ممتاز ,positive,truthful
1345,under 20,female,تشيليز,,4,الاكل حلو 🙏🏻,positive,truthful
1346,[20-30),female,اورفيلا,,5,جميل جداً ومعقول السعر,positive,truthful
1347,[20-30),female,أونست,,5,لذيذ وسريع,positive,truthful
1348,[20-30),female,mcdonalds,,5,جميل,positive,truthful
1349,[20-30),female,هرفي,,5,حلو,positive,truthful
1350,[20-30),female,مير بعنيزة,,5,كل شيء طعيم وخدمة ممتازة ١٠٠٪؜,positive,truthful
1351,under 20,female,واحد صاروخ,,5,خدمة توصيل سريعة ، كمية كبيرة، سعر جيد !,positive,truthful
1352,under 20,female,الكبير,,5,توصيل سريع خدمة جيدة وطعام لذيذ المضكلة الوحيدة البطاطس غير مقرمشة,positive,truthful
1353,[20-30),female,برجر كنق,,5,لذيذ مررره بس عيبه مايشبع🥹,positive,truthful
1354,under 20,female,ALBAIK,,5,لذيذ,positive,truthful
1355,[20-30),female,ويستر,,5,ممتاز جدًا الاكل نظيف ولذيذ عيوبه السعر غالي نوعما ,positive,truthful
1356,[20-30),female,ALBAIK,,5,لذيذ جدا واسعاره ممتازه ويستجق التكرار,positive,truthful
1357,[20-30),female,كابي,,5,الاكل كان مره لذيذ ونظيف والخدمه كانت سريعه وكانوا كل شوي يجون يسالونا اذا ناقصنا او محتاجين شيءٍ والمكان مرتب مره ❤️,positive,truthful
1358,[20-30),female,mcdonalds,,5,جيد جدًا ,positive,truthful
1359,[20-30),female,لوريت,,5,ممتاز جدا المكان والاسعار والطعم 👌🏼,positive,truthful
1360,[20-30),female,ليلي من لبنان,,5,المطعم يستاهل المدح الي يجيه صراحة 👍🏼 الخدمة والأكل 100٪ 👍🏼 جداً لذيذ ماشاءالله الله يبارك لهم، وخصوصاً الخبز حقهم شيء ثااني 😋 السعر يعتبر مرتفع لكن عندهم عرض الغداء جداً رهيب الحقوا عليه هالفتره، بطل بطل بالأكل الشامي 🤩,positive,truthful
1361,[30-40),male,مواجيب,,5,مطعم لذيذ وصحي,positive,truthful
