age,gender,platform/name,product,rating,text,polarity,class
[20-30),Female,ritzcarlton,,1,الجو العام سيئ وإزعاج كانت تجربة مرهقة والخدمة بطيئة بظل الزحمة ما فيه موظفين كافين ووقت الانتظار طويل عشان خدمة صغيرة مثل تبديل الريموت!  ماراح أكرر الزيارة,negative,deceptive
[20-30),Female,Novotel Suites,,1,تجربة سيئة جدًا موظف الاستقبال غير محترم والغرفة ضيقة يله يله تمشي فيها,negative,deceptive
[20-30),Female,Fairmont,,2,فندق مرة سيء حجزت غرفة ومعها فطور ولما نزلت بفطر من البوفية لقيت الأصناف مخلصة قلت للموظف وأجاب بأسلوب وقح كأني ما حجزت سعر الفطور انعدام احترافية لأبعد مستوى,negative,deceptive
[20-30),Female,olian,,1,المكان لا يرتقي ليكون فندق. خدمة الغرف والاستقبال اقل من عاديه واسلوبهم مستفز ويدورون الفلوس بس !!! مافي احترام الغرف ريحتها سيئة وحاره والكنب متسخ اتمنى يكون فيه احترام شوي لنزيل الفندق! خدمة الغرف مايردون وازعاج تسمع كل شي في الغرف اللي جنبك في اماكن بنفس السعر وخدماتهم افضل بمليون مرا ما انصحكم تجونهم,negative,deceptive
[20-30),Female,Novotel Suites,,2,ما يوفر مواقف للسيارات ولا تنظيف يومي للغرف وبالإضافة سعر الغرفة غالي,negative,deceptive
[20-30),Female,Fairmont,,2,خدمة الغرف سيئة وأغلب الأشياء مو متوفرة والغرفة صيانتها مرررة قدييييمة ماتقدر تضبط درجة التكييف يا بارد يا تطفيه، سيء جدّا,negative,deceptive
[20-30),Female,Jareed,,1,مستحيل هذا فندق 5 نجوم الغرفه اللي حجزتها كانت مختلفه عن الصور والنظافه ماش وفيه بقع على الكنب والسرير عجزت اكمل يوم فيه لا يستحق التقييم ولا الإقامه ,negative,deceptive
[20-30),Female,Jareed,,1,فندق اقل من عادي ماكان نفس المتوقع لا استقبال ولا راحه ولا فطور زين ,negative,deceptive
[20-30),Female,Jareed,,1,شراشف السرير فيها لون أول ما استلمناها وصصخخة واضح مرة الوصخ وما غيروها صدق يع,negative,deceptive
[20-30),Female,Boudl Gaber,,1,نجمة واحدة كثيرة بحقه، خدمات زي الزفت وتعامل موظفين  أسوأ وأسوأ يحسسك أنك ساكن ببلاش!!,negative,deceptive
[20-30),Female,Boudl Gaber,,2,التلفزيون ما فيه الا قناتين بس، حتى رمز الشبكة ما يعطونك مدري حاطينه ضمن الخدمات على أي أساس تدفع على الفاضي,negative,deceptive
[20-30),Female,olian,,1,الغرفة فيها روائح وتحتاج اهتمام بالنظافة,negative,deceptive
[20-30),Female,Aber Al Takhassusi ,,2,ما توقعت مساحة الغرفة ضيقة ما أقدر ولا أتنفس حتى الدولاب ما يكفي مقاس الشنطة، الفندق عكس الوصف ولتوقعات تماما,negative,deceptive
[20-30),Female,Braira,,2,فندق سييء لأبعد درجة الاسرة والمخدات غير مريحه وتسبب الالم في الظهر والرقبه وموظف الاستقبال وقح واسلوبه صادم ياليت يكون فيه مراقبه من الاداره على الموظفيين,negative,deceptive
[20-30),Female,Boudl Gaber,,1,الغرفة صغيرة تجيب الكتمة ويسمحون بالتدخين داخل الفندق ما قدرت انام من الريحة ومافي عزل بين الغرف مره ازعاج ندمت ان جيته,negative,deceptive
[20-30),Female,fourseasons,,1,ماتوقعت مستوى النظافه متدني لفندق عالمي ! نمت فيه 3 ايام وجتني حكه فضيعه وقويه اعتقد فيه بق بالمفارش ولما طلبت منهم تنظيف الغرفه اخذوا يومين لين شرفوا ونظفوا واكيد طلبت ينقلوني لغرفه اخرى لكن لا حياة لمن تنادي,negative,deceptive
[20-30),Female,Novotel Suites,,1,انارة الغرف سيئة وهناك بقع اتساخ في كل مكان تقريبا والارضية متسخة جدا والسعر مع ذلك كله مرتفع جدا لن اعيد التجربة ,negative,deceptive
[20-30),Female,Fairmont,,1,جنب الفندق حفريات وازعاج لا انصح بالمبيت فيه ابد,negative,deceptive
[20-30),Female,fourseasons,,1,التلفزيون بالغرفة خربان والشباك مكسور ويمر الهواء منه والبلاط بالحمام مو مستوي، فندق قديم جدًا يحتاج تجديد ولا أنصح به,negative,deceptive
[20-30),Female,Aber Al Takhassusi ,,1,نظافة الفندق جدًا سيئة الغرف غير نظيفة والمسبح وصخ جدًا ومن أول ما تدخله ريحة تكتم ,negative,deceptive
[20-30),Female,Aber Al Takhassusi ,,2,فندق يسرق فلوس العملاء غرف صغيرة ونظافة معدومة على أسعار غالية,negative,deceptive
[20-30),Female,olian,,1,لا أنصح بالفندق، مستحيل تحصل موقف لأن المواقف قليلة جدًا، والغرف تحتاج إلى مزيد من الاهتمام خاصة دورات المياه، والأسوأ هو موظف الاستقبال الي يبيك تسكت بس :),negative,deceptive
[20-30),Female,Braira,,2,تأخيير وبطئ مستغرب من الموظفيين لا يوجد احترافيه ,negative,deceptive
[20-30),Female,fourseasons,,1,الفندق أسوأ فندق جربته بحياتي اولاً خدمه الغرف يتأخرون بشكل عجيب اقعد انتظرهم فوق نص ساعه لين يستجيبون ثانيا الفندق غير متعاون من ناحية تغييرتاريخ الحجز ثالثا عدم توفر ادوات للنظافه الشخصية معجون اسنان او فرشاه اسنان او شامبو لا انصح به,negative,deceptive
[20-30),Female,Braira,,1,ندمت ندم شديد على اقامتي في هذا الفندق لا يوجد هدوء والتصريف فضيع تتجمع المياه  ويوجد صوت مزعج من الحمام وتواصلت معهم ولا يوجد تجاوب ,negative,deceptive
[20-30),Female,Gloria Inn ,,1,ساعة ادق على الاستقبال ولا يردون وبالنهاية عذرهم زحمة!! خسرتوني كزبونة وهذه اخر مره احجز عندكم سيئين,negative,deceptive
[20-30),Female,fourseasons,,2,الاستقبال دايم زحمة ويحتاج تنتظر كثير لين يتم خدمتك أزعجني عدم وجود موية حارة بالغرفة ولما جت الصيانة ما سووا شيء ولا بدلوا الغرفة خدمة سيئة فعلًا,negative,deceptive
[20-30),Female,Jareed,,2,الغرفه كانت كارثيه اول شي دورات المياه كان فيها رائحه قويه ودفع الماء فيها ضعيف ثانيا شي الغرفه لايمكن اغلاق الستاير فيها بشكل كامل واخيرا العوازل ماكانت قويه تجربه غير موفقه مع الاسف ,negative,deceptive
[20-30),Female,Aber Al Takhassusi ,,1,الفندق كتممه  مساحه الغرفه صغيره وضيقه عكس الصور وازعاج مو طبيعي,negative,deceptive
[20-30),Female,fourseasons,,1,الموظفيين لا اسلوب ولا تعامل خصوصا اللي باللوبي ورئيسهم الفلبيني سيئ واسلوبه فيه استكبار الخدمه اقل من مستوى فندق خمس نجوم,negative,deceptive
